folio,foliohog,id_venti,venti_tipo,venti_otro,venti_dia,venti_ene,venti_feb,venti_mar,venti_abr,venti_may,venti_jun,venti_jul,venti_ago,venti_sep,venti_oct,venti_nov,venti_dic,venti_hor,venti_min,venti_tipo_desc
11749,1,1,1,0.0,365,1,2,3,4,5,6,7,8,9,10,11,12,8,0,Pedestal
11750,1,1,1,0.0,120,0,0,0,0,5,6,7,8,9,10,11,0,8,0,Pedestal
11750,1,2,2,0.0,120,0,0,0,0,5,6,7,8,9,10,11,0,8,0,Techo
11751,1,1,1,0.0,365,1,2,3,4,5,6,7,8,9,10,11,12,24,0,Pedestal
11751,1,2,1,0.0,365,1,2,3,4,5,6,7,8,9,10,11,12,8,0,Pedestal
11752,1,2,1,0.0,130,0,0,0,0,5,6,7,8,9,10,0,0,8,0,Pedestal
11752,1,1,1,0.0,180,0,0,0,0,5,6,7,8,9,10,0,0,8,0,Pedestal
11753,1,2,1,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,10,0,Pedestal
11753,1,1,1,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,10,0,Pedestal
11754,1,2,1,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,9,0,Pedestal
11754,1,1,1,0.0,80,0,0,0,4,5,6,7,8,9,0,0,0,8,0,Pedestal
11754,1,3,1,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,8,0,Pedestal
11755,1,1,1,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,8,0,Pedestal
11755,1,2,1,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,10,0,Pedestal
11757,1,2,1,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,10,0,Pedestal
11757,1,1,2,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,8,0,Techo
11758,1,3,1,0.0,120,0,0,0,0,5,6,7,8,9,0,0,0,10,0,Pedestal
11758,1,1,1,0.0,150,0,0,0,0,5,6,7,8,9,0,0,0,8,0,Pedestal
11758,1,2,1,0.0,120,0,0,0,0,5,6,7,8,9,0,0,0,8,0,Pedestal
11759,1,2,1,0.0,120,0,0,0,0,5,6,7,8,9,0,0,0,10,0,Pedestal
11759,1,1,1,0.0,120,0,0,0,0,5,6,7,8,0,0,0,0,20,0,Pedestal
11760,1,1,1,0.0,350,1,2,3,4,5,6,7,8,9,10,11,12,12,0,Pedestal
11761,1,3,1,0.0,120,0,0,0,0,5,6,7,8,9,10,0,0,8,0,Pedestal
11761,1,2,1,0.0,120,0,0,0,0,5,6,7,8,9,10,0,0,8,0,Pedestal
11761,1,1,1,0.0,180,0,0,0,0,5,6,7,8,9,10,0,0,8,0,Pedestal
11762,1,2,3,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,8,0,Torre
11762,1,1,2,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,8,0,Techo
11763,1,2,2,0.0,120,1,2,0,0,0,0,0,0,9,10,0,0,5,0,Techo
11763,1,1,2,0.0,120,1,2,0,0,0,0,0,0,9,10,0,0,4,0,Techo
11764,1,3,2,0.0,210,1,2,3,0,0,0,0,0,9,10,11,12,6,0,Techo
11764,1,2,2,0.0,210,1,2,3,0,0,0,0,0,9,10,11,12,6,0,Techo
11764,1,1,2,0.0,210,1,2,3,4,0,0,0,0,0,10,11,12,6,0,Techo
11765,1,1,1,0.0,120,0,0,0,0,5,6,7,8,0,0,0,0,3,0,Pedestal
11765,1,2,1,0.0,120,0,0,0,0,5,6,7,8,0,0,0,0,3,0,Pedestal
11766,1,3,1,0.0,120,0,0,0,4,5,6,7,8,0,0,0,0,4,0,Pedestal
11766,1,1,1,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,9,0,Pedestal
11766,1,2,1,0.0,120,0,0,0,4,5,6,7,8,0,0,0,0,4,0,Pedestal
11767,1,1,1,0.0,150,0,0,0,0,5,6,7,8,9,0,0,0,10,0,Pedestal
11768,1,1,1,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,6,0,Pedestal
11769,1,1,1,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,8,0,Pedestal
11769,1,2,1,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,8,0,Pedestal
11770,1,1,1,0.0,120,0,0,3,4,5,6,0,0,0,0,0,0,8,0,Pedestal
11771,1,1,1,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,8,0,Pedestal
11771,1,3,1,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,8,0,Pedestal
11771,1,2,1,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,7,0,Pedestal
11772,1,1,1,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,8,0,Pedestal
11773,1,2,1,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,10,0,Pedestal
11773,1,1,1,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,8,0,Pedestal
11774,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,8,0,Pedestal
11775,1,2,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,2,0,Pedestal
11775,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,6,0,Pedestal
11776,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,3,0,Pedestal
11778,1,1,3,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,5,0,Torre
11779,1,2,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,4,0,Techo
11779,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Pedestal
11780,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,4,0,Pedestal
11784,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,4,0,Pedestal
11785,1,2,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,4,0,Techo
11785,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,4,0,Pedestal
11788,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Pedestal
11788,1,2,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Techo
11789,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Pedestal
11794,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,4,0,Pedestal
11796,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,8,0,Pedestal
11797,1,1,3,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,10,0,Torre
11798,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Pedestal
11798,1,2,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Pedestal
11798,1,3,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,4,0,Pedestal
11804,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Pedestal
11813,1,1,1,0.0,100,0,0,0,0,5,6,7,8,0,0,0,0,2,0,Pedestal
11816,1,1,1,0.0,120,0,0,0,0,5,6,7,8,0,0,0,0,5,0,Pedestal
11816,1,2,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,3,0,Pedestal
11817,1,2,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,5,0,Techo
11817,1,1,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,5,0,Techo
11817,1,3,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,5,0,Techo
11819,1,1,1,0.0,150,0,0,0,0,5,6,7,8,9,0,0,0,5,0,Pedestal
11821,1,1,1,0.0,120,0,0,3,4,5,6,7,0,0,0,0,0,8,0,Pedestal
11821,1,3,1,0.0,100,0,0,3,4,5,6,0,0,0,0,0,0,6,0,Pedestal
11821,1,4,1,0.0,100,0,0,0,4,5,6,7,0,0,0,0,0,8,0,Pedestal
11821,1,2,1,0.0,120,0,0,3,4,5,6,7,0,0,0,0,0,8,0,Pedestal
11822,1,1,2,0.0,365,1,2,3,4,5,6,7,8,9,10,11,12,24,0,Techo
11823,1,1,1,0.0,365,1,2,3,4,5,6,7,8,9,10,11,12,6,0,Pedestal
11823,1,2,1,0.0,65,1,2,3,4,5,6,7,8,9,10,11,12,6,0,Pedestal
11825,1,1,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,6,0,Techo
11827,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,6,0,Pedestal
11828,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,4,0,Pedestal
11831,1,1,2,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,1,0,Techo
11834,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,10,0,Pedestal
11836,1,1,1,0.0,90,0,0,0,0,0,6,7,8,0,0,0,0,6,0,Pedestal
11837,1,1,3,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,8,0,Torre
11838,1,1,3,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,3,0,Torre
11838,1,3,3,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,3,0,Torre
11838,1,2,3,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,8,0,Torre
11841,1,1,1,0.0,120,0,0,3,4,5,6,0,0,0,0,0,0,3,0,Pedestal
11842,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,5,0,Pedestal
11844,1,2,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,6,0,Pedestal
11844,1,3,3,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,6,0,Torre
11844,1,1,1,0.0,120,0,0,0,0,5,6,7,8,0,0,0,0,6,0,Pedestal
11847,1,1,1,0.0,180,1,2,3,4,5,6,7,0,0,0,0,0,1,0,Pedestal
11849,1,1,1,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,2,0,Pedestal
11850,1,1,4,0.0,300,1,2,3,4,5,6,7,8,9,10,0,0,8,0,Pared
11851,1,1,3,0.0,40,0,0,3,4,0,0,0,0,0,0,0,0,4,0,Torre
11852,1,1,1,0.0,150,0,0,3,4,5,6,7,0,0,0,0,0,5,0,Pedestal
11854,1,1,1,0.0,30,0,0,3,4,5,6,7,8,0,0,0,0,6,0,Pedestal
11854,1,2,1,0.0,30,0,0,3,4,5,6,7,8,0,0,0,0,6,0,Pedestal
11855,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Pedestal
11858,1,1,1,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,6,0,Pedestal
11859,1,1,2,0.0,150,0,0,3,4,5,6,7,0,0,0,0,0,3,0,Techo
11859,1,2,2,0.0,150,0,0,3,4,5,6,7,0,0,0,0,0,3,0,Techo
11860,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,1,30,Pedestal
11862,1,4,2,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,3,0,Techo
11862,1,3,2,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,3,0,Techo
11862,1,1,2,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,12,0,Techo
11862,1,2,2,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,12,0,Techo
11864,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,6,0,Pedestal
11869,1,2,1,0.0,100,0,0,3,4,5,6,7,0,0,0,0,0,4,0,Pedestal
11869,1,1,1,0.0,120,0,0,3,4,5,6,0,0,0,0,0,0,5,0,Pedestal
11870,1,1,3,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,5,0,Torre
11872,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,5,0,Pedestal
11873,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,10,0,Pedestal
11875,1,2,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,8,0,Pedestal
11875,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,8,0,Pedestal
11876,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,1,0,Pedestal
11878,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,8,0,Pedestal
11879,1,1,1,0.0,150,0,0,3,4,5,6,7,0,0,0,0,0,2,0,Pedestal
11879,1,2,1,0.0,150,0,0,3,4,5,6,7,0,0,0,0,0,8,0,Pedestal
11880,1,1,3,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,1,30,Torre
11881,1,2,3,0.0,120,0,0,3,4,5,6,0,0,0,0,0,0,2,0,Torre
11881,1,1,2,0.0,120,0,0,3,4,5,6,0,0,0,0,0,0,2,0,Techo
11885,1,2,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,5,0,Pedestal
11885,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,8,0,Pedestal
11888,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,5,0,Pedestal
11888,1,2,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,5,0,Pedestal
11889,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Pedestal
11890,1,4,2,0.0,110,0,0,0,4,5,6,7,8,9,0,0,0,2,0,Techo
11890,1,3,2,0.0,100,0,0,0,4,5,6,7,8,9,0,0,0,2,0,Techo
11890,1,2,2,0.0,180,0,0,3,4,5,6,7,8,9,0,0,0,6,0,Techo
11890,1,1,2,0.0,180,0,0,3,4,5,6,7,8,9,0,0,0,6,0,Techo
11892,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,8,0,Pedestal
11894,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,4,0,Pedestal
11897,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Pedestal
11902,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Pedestal
11903,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,8,0,Pedestal
11904,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,6,0,Pedestal
11907,1,1,1,0.0,10,0,0,0,0,5,0,0,0,0,0,0,0,8,0,Pedestal
11911,1,1,3,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Torre
11913,1,1,3,0.0,120,0,0,0,0,5,6,7,8,0,0,0,0,4,0,Torre
11913,1,2,3,0.0,20,0,0,0,0,5,6,7,8,0,0,0,0,4,0,Torre
11914,1,1,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,1,0,Techo
11915,1,1,1,0.0,70,0,0,0,0,5,6,7,0,0,0,0,0,0,15,Pedestal
11917,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,4,0,Pedestal
11918,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,5,0,Pedestal
11925,1,1,1,0.0,120,0,0,0,0,5,6,7,8,0,0,0,0,6,0,Pedestal
11933,1,1,3,0.0,90,0,0,0,0,0,6,7,8,0,0,0,0,2,0,Torre
11937,1,2,2,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,3,0,Techo
11937,1,1,1,0.0,90,0,0,3,4,5,0,0,0,0,0,0,0,4,0,Pedestal
11939,1,1,3,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,1,30,Torre
11939,1,2,3,0.0,150,0,0,0,4,5,6,7,8,9,0,0,0,0,30,Torre
11940,1,1,3,0.0,90,0,0,3,4,5,6,0,0,0,0,0,0,3,0,Torre
11943,1,1,1,0.0,90,0,0,3,4,5,0,0,0,0,0,0,0,3,0,Pedestal
11945,1,1,3,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,6,0,Torre
11946,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,6,0,Pedestal
11948,1,1,1,0.0,90,0,0,3,4,5,0,0,0,0,0,0,0,6,0,Pedestal
11949,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,6,0,Pedestal
11949,1,2,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,6,0,Pedestal
11959,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,3,0,Pedestal
11961,1,2,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,6,0,Pedestal
11961,1,1,2,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,6,0,Techo
11963,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,7,0,Pedestal
11963,1,2,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,7,0,Pedestal
11964,1,2,2,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,7,0,Techo
11964,1,1,1,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,7,0,Pedestal
11966,1,2,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Techo
11966,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Pedestal
11967,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,8,0,Pedestal
11968,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,4,0,Pedestal
11972,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Pedestal
11973,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,4,0,Pedestal
11974,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,1,0,Pedestal
11976,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,8,0,Pedestal
11978,1,1,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,8,0,Techo
11980,1,5,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,5,0,Techo
11980,1,4,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,5,0,Techo
11980,1,3,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,5,0,Techo
11980,1,2,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,5,0,Techo
11980,1,1,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,2,0,Techo
11982,1,1,1,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,5,0,Pedestal
11989,1,1,3,0.0,60,0,0,3,0,5,0,0,0,0,0,0,0,5,0,Torre
11989,1,2,4,0.0,30,0,0,3,0,0,0,0,0,0,0,0,0,2,0,Pared
11991,1,4,2,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,8,0,Techo
11991,1,3,2,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,8,0,Techo
11991,1,1,1,0.0,80,0,0,0,4,5,6,7,8,9,0,0,0,8,0,Pedestal
11991,1,2,2,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,8,0,Techo
11993,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,8,0,Pedestal
11996,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,5,0,Pedestal
11997,1,1,3,0.0,300,0,2,3,4,5,6,7,8,9,10,11,0,12,0,Torre
11998,1,1,3,0.0,365,1,2,3,4,5,6,7,8,9,10,11,12,8,0,Torre
11999,1,1,1,0.0,150,0,0,3,4,5,6,7,0,0,0,0,0,8,0,Pedestal
12000,1,1,1,0.0,60,0,0,3,4,0,0,0,0,0,0,0,0,5,0,Pedestal
12002,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,3,0,Pedestal
12005,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,2,0,Pedestal
12016,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Pedestal
12019,1,1,2,0.0,130,0,0,0,4,5,6,7,8,0,0,0,0,3,0,Techo
12021,1,1,3,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,6,0,Torre
12022,1,1,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,6,0,Techo
12022,1,2,2,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Techo
12023,1,1,3,0.0,60,0,0,3,4,0,0,0,0,0,0,0,0,2,0,Torre
12024,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,1,0,Pedestal
12025,1,1,1,0.0,90,0,0,3,4,5,0,0,0,0,0,0,0,3,0,Pedestal
12026,1,2,3,0.0,120,0,0,3,4,5,6,0,0,0,0,0,0,2,0,Torre
12026,1,1,3,0.0,120,0,0,3,4,5,6,0,0,0,0,0,0,2,0,Torre
12027,1,1,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,5,0,Techo
12032,1,1,1,0.0,90,0,0,3,4,5,0,0,0,0,0,0,0,4,0,Pedestal
12033,1,1,1,0.0,90,0,0,3,4,5,0,0,0,0,0,0,0,4,0,Pedestal
12034,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,4,0,Pedestal
12040,1,1,3,0.0,50,0,0,0,0,5,6,7,8,9,0,0,0,8,0,Torre
12041,1,2,3,0.0,150,0,0,3,4,5,6,7,0,0,0,0,0,8,0,Torre
12041,1,1,3,0.0,150,0,0,3,4,5,6,7,0,0,0,0,0,8,0,Torre
12042,1,1,2,0.0,150,0,2,3,4,5,6,7,8,0,0,0,0,6,0,Techo
12044,1,1,3,0.0,365,1,2,3,4,5,6,7,8,9,10,11,12,6,0,Torre
12048,1,2,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Pedestal
12048,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Pedestal
12050,1,1,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Techo
12051,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Pedestal
12053,1,3,2,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,3,0,Techo
12053,1,1,2,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,3,0,Techo
12053,1,2,2,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,3,0,Techo
12056,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,5,0,Pedestal
12057,1,1,1,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,6,0,Pedestal
12057,1,2,1,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,6,0,Pedestal
12058,1,1,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,1,0,Techo
12059,1,1,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,1,0,Techo
12060,1,1,3,0.0,120,0,0,0,0,5,6,7,8,0,0,0,0,9,0,Torre
12062,1,1,2,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,6,0,Techo
12063,1,1,2,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,1,0,Techo
12063,1,2,2,0.0,180,0,0,0,4,5,6,7,8,9,0,0,0,0,20,Techo
12064,1,1,2,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,1,0,Techo
12067,1,1,3,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,6,0,Torre
12083,1,1,1,0.0,210,0,0,3,4,5,6,7,8,9,10,0,0,6,0,Pedestal
12085,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,5,0,Pedestal
12090,1,1,3,0.0,90,0,0,3,4,5,0,0,0,0,0,0,0,2,0,Torre
12097,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,5,0,Pedestal
12106,1,2,2,0.0,200,0,0,3,4,5,6,7,8,9,10,11,12,8,0,Techo
12106,1,1,3,0.0,200,0,0,3,4,5,6,7,8,9,10,11,0,8,0,Torre
12114,1,1,2,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,7,0,Techo
12117,1,1,2,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,1,0,Techo
12119,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,6,0,Pedestal
12122,1,2,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,5,0,Pedestal
12122,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,5,0,Pedestal
12122,1,3,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,5,0,Pedestal
12126,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,3,0,Pedestal
12128,1,1,1,0.0,120,0,0,0,4,5,6,0,0,9,10,11,0,8,0,Pedestal
12128,1,2,3,0.0,20,0,0,3,4,5,6,7,8,0,0,0,0,8,0,Torre
12129,1,3,2,0.0,210,0,0,3,4,5,6,7,8,9,0,0,0,7,0,Techo
12129,1,1,1,0.0,210,0,0,3,4,5,6,7,8,9,0,0,0,7,0,Pedestal
12129,1,2,1,0.0,210,0,0,3,4,5,6,7,8,9,0,0,0,7,0,Pedestal
12130,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Pedestal
12130,1,2,1,0.0,1,0,0,0,0,5,0,0,0,0,0,0,0,99,99,Pedestal
12132,1,1,1,0.0,120,0,0,3,4,5,6,7,8,0,0,0,0,8,0,Pedestal
12133,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Pedestal
12134,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,4,0,Pedestal
12137,1,1,3,0.0,365,1,2,3,4,5,6,7,8,9,10,11,12,8,0,Torre
12141,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,8,0,Pedestal
12141,1,2,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,8,0,Pedestal
12143,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,8,0,Pedestal
12143,1,2,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,8,0,Pedestal
12144,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Pedestal
12149,1,1,3,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,3,0,Torre
12156,1,1,1,0.0,150,0,0,3,4,5,6,7,0,0,0,0,0,8,0,Pedestal
12157,1,1,1,0.0,75,0,0,0,0,5,6,7,8,0,0,0,0,3,0,Pedestal
12163,1,1,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,1,30,Techo
12168,1,1,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,4,0,Techo
12177,1,1,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,6,0,Techo
12181,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,2,0,Pedestal
12184,1,1,1,0.0,120,0,0,0,4,5,6,7,8,0,0,0,0,5,0,Pedestal
12185,1,1,1,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,6,0,Pedestal
12193,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,3,0,Pedestal
12195,1,1,3,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Torre
12197,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,2,0,Pedestal
12201,1,1,2,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,2,0,Techo
12204,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,7,0,Pedestal
12206,1,1,1,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,12,0,Pedestal
12207,1,1,1,0.0,36,1,2,3,4,5,6,7,8,9,10,11,12,6,0,Pedestal
12208,1,1,1,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,16,0,Pedestal
12210,1,1,1,0.0,120,0,0,0,4,5,6,7,8,0,0,0,0,3,0,Pedestal
12211,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,3,0,Pedestal
12215,1,1,1,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,4,0,Pedestal
