folio,foliohog,id_panta,panta_tipo,panta_tam,panta_dia,panta_hor,panta_min,panta_uso1,panta_uso2,panta_uso3,panta_uso4,panta_uso9,panta_anio,panta_tipo_desc,panta_tam_desc
23075,1,1,4,4,7,6,0,0,2,3,4,0,6,Analógica,Entre 50” y 60” (Grande)
23076,1,1,3,1,7,8,0,1,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
23077,1,1,2,3,7,8,0,0,0,3,0,0,8,LED,Entre 40” y 49” (Mediana)
23078,1,1,4,1,7,8,0,0,2,3,0,0,13,Analógica,Menor a 30” (muy chica)
23079,1,1,4,1,7,4,0,1,0,3,0,0,13,Analógica,Menor a 30” (muy chica)
23080,1,1,3,2,7,4,0,0,2,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23081,1,1,3,2,7,13,0,1,2,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
23082,1,2,3,3,7,2,0,0,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
23082,1,3,3,2,7,2,0,0,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23082,1,1,3,4,7,12,0,1,2,3,0,0,2,LCD o plasma,Entre 50” y 60” (Grande)
23083,1,1,2,3,7,7,0,1,2,3,0,0,4,LED,Entre 40” y 49” (Mediana)
23084,1,1,3,4,7,1,0,1,0,0,0,0,3,LCD o plasma,Entre 50” y 60” (Grande)
23085,1,1,2,3,7,4,0,1,0,0,0,0,1,LED,Entre 40” y 49” (Mediana)
23086,1,1,2,4,7,5,0,0,0,3,0,0,2,LED,Entre 50” y 60” (Grande)
23086,1,2,3,2,7,6,0,1,2,0,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
23087,1,1,2,2,7,6,0,0,2,3,0,0,1,LED,Entre 30” y 39” (Chica)
23088,1,1,3,3,7,2,0,0,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
23089,1,2,4,3,3,2,0,0,0,3,0,0,8,Analógica,Entre 40” y 49” (Mediana)
23089,1,1,4,3,7,4,0,0,2,0,0,0,8,Analógica,Entre 40” y 49” (Mediana)
23090,1,1,4,3,7,2,0,0,0,3,0,0,1,Analógica,Entre 40” y 49” (Mediana)
23090,1,2,3,2,2,1,0,1,0,0,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23091,1,1,3,2,7,5,0,1,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23091,1,2,3,3,7,2,0,0,2,0,0,0,7,LCD o plasma,Entre 40” y 49” (Mediana)
23092,1,3,3,2,7,8,0,0,2,3,4,0,4,LCD o plasma,Entre 30” y 39” (Chica)
23092,1,2,3,2,7,4,0,0,2,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
23092,1,1,3,3,7,10,0,0,2,3,4,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
23093,1,1,3,4,7,5,0,0,0,3,0,0,2,LCD o plasma,Entre 50” y 60” (Grande)
23094,1,1,4,1,7,5,0,0,0,3,0,0,1,Analógica,Menor a 30” (muy chica)
23094,1,2,4,1,7,2,0,0,0,3,0,0,10,Analógica,Menor a 30” (muy chica)
23095,1,1,4,3,7,3,0,1,0,3,0,0,5,Analógica,Entre 40” y 49” (Mediana)
23095,1,2,3,3,7,3,0,0,2,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
23096,1,1,3,1,7,3,0,0,0,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
23096,1,2,3,1,7,5,0,0,2,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
23097,1,1,2,2,7,8,0,0,0,3,4,0,1,LED,Entre 30” y 39” (Chica)
23097,1,2,3,2,7,15,0,1,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23097,1,4,2,4,7,15,0,1,2,3,0,0,1,LED,Entre 50” y 60” (Grande)
23097,1,3,2,1,5,0,50,0,2,0,0,0,3,LED,Menor a 30” (muy chica)
23098,1,1,2,2,7,1,0,0,0,3,0,0,10,LED,Entre 30” y 39” (Chica)
23099,1,2,2,4,7,6,0,0,0,3,0,0,3,LED,Entre 50” y 60” (Grande)
23099,1,1,2,1,7,4,0,0,0,3,0,0,3,LED,Menor a 30” (muy chica)
23100,1,2,2,2,7,4,0,0,0,3,0,0,6,LED,Entre 30” y 39” (Chica)
23100,1,1,2,1,7,3,0,0,0,3,0,0,6,LED,Menor a 30” (muy chica)
23101,1,1,3,2,7,4,0,0,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23101,1,2,3,1,7,4,0,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
23101,1,3,3,3,7,7,0,0,2,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
23102,1,1,3,4,7,12,0,1,2,3,4,0,3,LCD o plasma,Entre 50” y 60” (Grande)
23103,1,1,4,3,7,6,0,1,0,3,4,0,2,Analógica,Entre 40” y 49” (Mediana)
23104,1,1,4,3,7,2,0,1,0,3,0,0,7,Analógica,Entre 40” y 49” (Mediana)
23104,1,2,3,4,7,5,0,1,2,3,0,0,2,LCD o plasma,Entre 50” y 60” (Grande)
23105,1,2,3,2,7,6,0,1,2,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23105,1,1,4,5,3,1,0,1,0,0,0,0,4,Analógica,Mayor a 60” (Extra grande)
23106,1,2,4,1,1,1,30,0,0,3,0,0,1,Analógica,Menor a 30” (muy chica)
23106,1,1,3,2,7,2,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
23107,1,1,4,2,7,18,0,1,2,3,0,0,2,Analógica,Entre 30” y 39” (Chica)
23108,1,1,2,3,7,2,0,0,0,3,0,0,1,LED,Entre 40” y 49” (Mediana)
23108,1,2,3,2,7,1,30,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
23109,1,1,4,3,7,22,0,1,2,3,0,0,4,Analógica,Entre 40” y 49” (Mediana)
23110,1,2,4,1,7,2,0,0,0,3,0,0,4,Analógica,Menor a 30” (muy chica)
23110,1,1,4,1,7,1,0,0,0,3,0,0,3,Analógica,Menor a 30” (muy chica)
23111,1,2,3,2,7,2,0,0,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23111,1,3,3,2,7,3,0,1,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23111,1,1,3,2,7,8,0,0,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23112,1,1,3,4,7,2,0,0,2,0,0,0,5,LCD o plasma,Entre 50” y 60” (Grande)
23113,1,2,4,1,7,19,0,0,2,3,4,0,8,Analógica,Menor a 30” (muy chica)
23113,1,1,4,1,7,3,0,0,0,3,0,0,8,Analógica,Menor a 30” (muy chica)
23114,1,1,4,1,7,4,0,0,2,3,0,0,1,Analógica,Menor a 30” (muy chica)
23115,1,2,2,2,7,5,0,0,0,3,0,0,2,LED,Entre 30” y 39” (Chica)
23115,1,3,2,2,7,8,0,0,2,0,0,0,1,LED,Entre 30” y 39” (Chica)
23115,1,1,2,3,7,5,0,0,2,0,0,0,6,LED,Entre 40” y 49” (Mediana)
23116,1,1,3,2,7,6,0,1,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23116,1,2,3,1,7,6,0,0,0,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
23118,1,1,3,1,7,6,0,1,2,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
23119,1,1,3,2,7,9,0,1,2,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
23120,1,1,4,2,7,16,0,1,2,3,0,0,1,Analógica,Entre 30” y 39” (Chica)
23122,1,3,4,1,7,5,0,1,2,3,0,0,3,Analógica,Menor a 30” (muy chica)
23122,1,2,4,1,7,5,0,1,2,3,0,0,1,Analógica,Menor a 30” (muy chica)
23122,1,1,4,2,2,1,0,1,2,0,0,0,6,Analógica,Entre 30” y 39” (Chica)
23123,1,1,3,1,7,24,0,1,2,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
23124,1,1,3,2,7,2,0,1,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23124,1,2,4,3,3,0,30,0,0,3,0,0,5,Analógica,Entre 40” y 49” (Mediana)
23125,1,1,3,2,7,20,0,1,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23126,1,1,4,2,7,20,0,1,2,3,0,0,4,Analógica,Entre 30” y 39” (Chica)
23127,1,1,2,1,1,2,0,0,0,3,0,0,3,LED,Menor a 30” (muy chica)
23128,1,2,3,2,7,4,0,1,2,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
23128,1,1,3,4,7,1,0,1,0,0,0,0,4,LCD o plasma,Entre 50” y 60” (Grande)
23129,1,1,3,2,4,2,0,0,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23131,1,1,2,2,7,2,0,0,0,3,0,0,1,LED,Entre 30” y 39” (Chica)
23132,1,1,3,2,7,3,0,0,0,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
23132,1,2,4,2,7,1,0,0,2,3,0,0,7,Analógica,Entre 30” y 39” (Chica)
23133,1,3,3,2,7,8,0,0,2,3,4,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23133,1,2,3,1,7,8,0,0,2,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
23133,1,1,3,1,7,3,0,0,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
23134,1,1,2,1,7,1,0,0,0,3,0,0,2,LED,Menor a 30” (muy chica)
23135,1,1,3,3,7,2,0,0,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
23136,1,2,3,2,7,7,0,0,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23136,1,3,3,1,7,7,0,0,2,3,0,0,5,LCD o plasma,Menor a 30” (muy chica)
23136,1,1,3,1,7,3,0,0,0,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
23137,1,1,2,2,7,2,0,0,0,3,0,0,1,LED,Entre 30” y 39” (Chica)
23137,1,2,2,2,7,5,0,1,0,0,0,0,1,LED,Entre 30” y 39” (Chica)
23138,1,2,4,1,7,12,0,1,2,3,0,0,4,Analógica,Menor a 30” (muy chica)
23138,1,1,4,1,7,4,0,1,0,0,0,0,17,Analógica,Menor a 30” (muy chica)
23139,1,1,3,1,7,3,0,0,0,3,0,0,7,LCD o plasma,Menor a 30” (muy chica)
23140,1,1,4,1,7,3,0,1,2,3,0,0,22,Analógica,Menor a 30” (muy chica)
23141,1,1,3,2,7,5,0,1,0,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
23142,1,1,3,2,1,1,0,0,0,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
23142,1,2,3,2,7,3,0,0,2,0,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23144,1,1,2,1,7,12,0,1,2,0,0,0,3,LED,Menor a 30” (muy chica)
23145,1,1,4,3,7,5,0,0,2,3,0,0,4,Analógica,Entre 40” y 49” (Mediana)
23146,1,1,4,3,7,8,5,0,2,3,0,0,5,Analógica,Entre 40” y 49” (Mediana)
23147,1,1,4,2,7,7,0,1,2,3,0,0,5,Analógica,Entre 30” y 39” (Chica)
23148,1,1,3,2,7,12,0,1,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23149,1,1,4,3,7,14,0,0,2,3,4,0,5,Analógica,Entre 40” y 49” (Mediana)
23150,1,1,4,3,7,5,0,0,2,3,0,0,1,Analógica,Entre 40” y 49” (Mediana)
23151,1,2,4,2,7,5,0,0,2,3,0,0,3,Analógica,Entre 30” y 39” (Chica)
23151,1,1,4,4,7,18,0,1,2,3,4,0,5,Analógica,Entre 50” y 60” (Grande)
23152,1,1,3,2,7,24,0,1,2,3,4,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23153,1,1,2,2,7,4,0,1,2,3,0,0,2,LED,Entre 30” y 39” (Chica)
23154,1,1,3,1,7,12,0,0,0,3,4,0,3,LCD o plasma,Menor a 30” (muy chica)
23156,1,1,2,4,7,14,0,1,2,3,0,0,5,LED,Entre 50” y 60” (Grande)
23157,1,1,2,2,7,14,0,1,2,3,0,0,1,LED,Entre 30” y 39” (Chica)
23157,1,2,4,1,7,5,0,0,2,3,0,0,5,Analógica,Menor a 30” (muy chica)
23158,1,1,4,2,7,1,0,0,0,3,0,0,4,Analógica,Entre 30” y 39” (Chica)
23159,1,1,2,1,3,3,0,1,0,0,0,0,99,LED,Menor a 30” (muy chica)
23159,1,2,4,1,7,17,0,1,2,3,0,0,5,Analógica,Menor a 30” (muy chica)
23160,1,1,3,2,7,16,0,1,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23161,1,1,2,4,7,15,0,1,2,3,0,0,1,LED,Entre 50” y 60” (Grande)
23162,1,1,4,2,7,5,0,0,2,3,0,0,5,Analógica,Entre 30” y 39” (Chica)
23162,1,2,4,2,7,3,0,0,0,3,0,0,7,Analógica,Entre 30” y 39” (Chica)
23163,1,1,4,2,7,6,0,0,2,3,0,0,99,Analógica,Entre 30” y 39” (Chica)
23164,1,3,4,2,7,1,0,0,0,3,0,0,5,Analógica,Entre 30” y 39” (Chica)
23164,1,2,3,1,7,3,0,0,2,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
23164,1,1,3,1,7,1,0,1,0,0,0,0,1,LCD o plasma,Menor a 30” (muy chica)
23165,1,1,3,3,7,2,0,0,0,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
23166,1,2,3,2,7,2,0,0,2,0,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23166,1,1,3,2,7,3,0,0,2,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23167,1,1,3,2,7,3,0,0,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23168,1,1,3,2,7,16,0,1,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23169,1,2,3,1,7,2,0,0,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
23169,1,1,3,1,7,1,0,1,0,3,0,0,5,LCD o plasma,Menor a 30” (muy chica)
23170,1,1,2,4,7,1,0,0,2,0,0,0,1,LED,Entre 50” y 60” (Grande)
23170,1,2,3,2,7,2,0,0,0,3,0,0,6,LCD o plasma,Entre 30” y 39” (Chica)
23171,1,2,3,4,7,4,0,1,2,3,0,0,3,LCD o plasma,Entre 50” y 60” (Grande)
23171,1,3,3,4,7,8,0,0,2,3,4,0,3,LCD o plasma,Entre 50” y 60” (Grande)
23171,1,1,3,2,7,5,0,0,2,3,4,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23172,1,1,4,2,7,8,0,1,2,3,0,0,3,Analógica,Entre 30” y 39” (Chica)
23173,1,2,4,1,7,1,0,0,0,3,0,0,6,Analógica,Menor a 30” (muy chica)
23173,1,1,4,1,7,12,0,1,2,3,0,0,5,Analógica,Menor a 30” (muy chica)
23174,1,1,3,2,7,2,0,0,0,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
23175,1,2,4,1,7,3,0,0,0,3,0,0,99,Analógica,Menor a 30” (muy chica)
23175,1,1,3,3,7,6,0,0,2,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
23176,1,2,2,1,7,3,0,0,2,0,0,0,4,LED,Menor a 30” (muy chica)
23176,1,1,2,2,7,4,0,0,0,3,0,0,3,LED,Entre 30” y 39” (Chica)
23177,1,2,2,2,7,4,0,1,0,3,0,0,1,LED,Entre 30” y 39” (Chica)
23177,1,1,3,2,7,2,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
23178,1,1,2,2,7,4,0,1,2,3,0,0,1,LED,Entre 30” y 39” (Chica)
23178,1,2,2,3,7,4,0,1,2,3,0,0,1,LED,Entre 40” y 49” (Mediana)
23178,1,3,2,3,7,6,0,1,2,3,0,0,3,LED,Entre 40” y 49” (Mediana)
23179,1,1,3,2,7,2,0,0,0,3,0,0,8,LCD o plasma,Entre 30” y 39” (Chica)
23180,1,1,3,2,7,3,0,0,2,0,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
23181,1,1,2,2,7,3,0,0,2,0,0,0,5,LED,Entre 30” y 39” (Chica)
23182,1,1,3,2,7,6,0,1,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23183,1,1,4,1,7,12,0,1,2,3,0,0,4,Analógica,Menor a 30” (muy chica)
23184,1,1,3,2,7,3,0,1,0,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
23185,1,2,4,1,7,0,30,0,0,3,0,0,5,Analógica,Menor a 30” (muy chica)
23185,1,1,3,2,7,2,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
23186,1,1,4,3,7,5,0,0,0,3,0,0,2,Analógica,Entre 40” y 49” (Mediana)
23186,1,2,4,3,7,5,0,0,0,3,0,0,2,Analógica,Entre 40” y 49” (Mediana)
23187,1,1,3,2,7,1,0,1,0,0,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23190,1,1,3,2,7,6,0,0,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23191,1,1,3,2,7,5,0,1,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
23192,1,2,3,3,7,10,0,0,2,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
23192,1,1,3,4,7,9,1,0,0,3,4,0,1,LCD o plasma,Entre 50” y 60” (Grande)
23193,1,1,4,2,7,5,0,0,2,3,0,0,4,Analógica,Entre 30” y 39” (Chica)
23194,1,2,4,3,7,3,30,0,0,3,0,0,7,Analógica,Entre 40” y 49” (Mediana)
23194,1,1,4,3,7,8,0,0,2,3,0,0,5,Analógica,Entre 40” y 49” (Mediana)
23195,1,1,4,3,7,5,0,0,0,3,0,0,10,Analógica,Entre 40” y 49” (Mediana)
23196,1,1,3,2,7,3,0,0,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23196,1,2,3,3,7,2,0,0,0,3,0,0,3,LCD o plasma,Entre 40” y 49” (Mediana)
23198,1,1,3,3,7,12,0,1,2,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
23198,1,2,3,3,7,6,0,1,2,3,0,0,3,LCD o plasma,Entre 40” y 49” (Mediana)
23199,1,1,3,3,7,5,0,0,2,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
23203,1,1,4,1,7,14,0,1,2,3,0,0,8,Analógica,Menor a 30” (muy chica)
23204,1,1,4,2,7,20,0,1,2,3,0,0,7,Analógica,Entre 30” y 39” (Chica)
23205,1,1,3,2,7,3,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
23206,1,1,3,3,3,5,0,0,2,0,0,0,4,LCD o plasma,Entre 40” y 49” (Mediana)
23208,1,2,4,3,7,2,0,0,2,3,0,0,6,Analógica,Entre 40” y 49” (Mediana)
23208,1,1,4,4,7,1,0,1,2,0,0,0,10,Analógica,Entre 50” y 60” (Grande)
23209,1,1,2,2,7,16,0,1,2,3,0,0,7,LED,Entre 30” y 39” (Chica)
23210,1,1,4,3,7,5,0,0,2,3,4,0,3,Analógica,Entre 40” y 49” (Mediana)
23211,1,1,3,2,7,5,0,1,2,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23212,1,3,3,2,7,12,0,1,2,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23212,1,1,4,3,7,6,0,0,2,3,0,0,3,Analógica,Entre 40” y 49” (Mediana)
23212,1,2,3,4,7,8,0,1,2,3,0,0,4,LCD o plasma,Entre 50” y 60” (Grande)
23213,1,1,4,1,7,12,0,1,2,3,0,0,14,Analógica,Menor a 30” (muy chica)
23214,1,1,3,2,7,8,0,0,2,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
23216,1,1,2,1,7,7,0,0,2,0,0,0,1,LED,Menor a 30” (muy chica)
23218,1,2,3,2,7,4,0,0,2,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
23218,1,1,3,2,3,3,0,0,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23219,1,1,3,1,7,2,0,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
23220,1,1,3,2,7,4,0,1,2,0,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23221,1,4,1,3,7,6,0,1,0,3,4,0,1,OLED,Entre 40” y 49” (Mediana)
23221,1,3,1,3,7,3,0,1,0,0,4,0,2,OLED,Entre 40” y 49” (Mediana)
23221,1,1,1,4,7,6,0,1,0,3,4,0,1,OLED,Entre 50” y 60” (Grande)
23221,1,2,1,4,7,3,0,1,0,3,4,0,1,OLED,Entre 50” y 60” (Grande)
23222,1,1,3,2,7,3,0,0,0,3,0,0,8,LCD o plasma,Entre 30” y 39” (Chica)
23222,1,2,3,2,7,2,0,0,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23223,1,1,2,2,5,2,0,0,0,3,0,0,5,LED,Entre 30” y 39” (Chica)
23224,1,2,2,3,7,0,30,0,0,3,0,0,1,LED,Entre 40” y 49” (Mediana)
23224,1,1,3,1,7,3,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
23225,1,1,4,1,7,7,0,1,2,3,0,0,2,Analógica,Menor a 30” (muy chica)
23225,1,2,4,2,7,10,0,1,0,3,0,0,5,Analógica,Entre 30” y 39” (Chica)
23226,1,1,2,2,7,1,0,0,0,3,0,0,3,LED,Entre 30” y 39” (Chica)
23227,1,1,3,2,7,16,0,1,2,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
23228,1,1,3,1,7,99,99,1,2,0,0,0,3,LCD o plasma,Menor a 30” (muy chica)
23228,1,2,3,2,7,3,0,0,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23229,1,1,4,1,7,2,0,0,0,3,0,0,6,Analógica,Menor a 30” (muy chica)
23230,1,1,3,1,7,3,0,1,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
23231,1,1,3,1,7,2,0,0,0,3,0,0,99,LCD o plasma,Menor a 30” (muy chica)
23232,1,3,4,4,7,1,0,1,2,3,0,0,12,Analógica,Entre 50” y 60” (Grande)
23232,1,1,3,2,7,4,0,1,2,0,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23232,1,2,3,3,7,2,0,1,2,0,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
23233,1,1,4,4,7,5,0,1,2,0,0,0,6,Analógica,Entre 50” y 60” (Grande)
23234,1,2,1,3,7,5,0,0,2,3,0,0,2,OLED,Entre 40” y 49” (Mediana)
23234,1,3,1,3,5,3,0,0,0,3,0,0,1,OLED,Entre 40” y 49” (Mediana)
23234,1,1,1,3,7,2,0,1,0,3,0,0,1,OLED,Entre 40” y 49” (Mediana)
23235,1,1,3,3,7,3,0,0,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
23236,1,1,3,2,7,6,0,0,2,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23237,1,1,3,3,7,4,0,0,0,3,0,0,3,LCD o plasma,Entre 40” y 49” (Mediana)
23238,1,1,4,2,7,5,0,0,2,3,0,0,7,Analógica,Entre 30” y 39” (Chica)
23239,1,1,4,2,4,0,30,0,2,0,0,0,9,Analógica,Entre 30” y 39” (Chica)
23239,1,2,3,2,7,15,0,1,2,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23240,1,2,3,1,3,1,30,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
23240,1,1,3,3,7,12,0,1,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
23241,1,2,3,2,3,2,0,0,0,3,0,0,7,LCD o plasma,Entre 30” y 39” (Chica)
23241,1,1,3,2,7,4,0,0,0,3,0,0,6,LCD o plasma,Entre 30” y 39” (Chica)
23242,1,1,3,1,7,10,0,1,2,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
23243,1,1,4,1,7,5,0,1,2,3,0,0,99,Analógica,Menor a 30” (muy chica)
23244,1,1,4,1,7,5,0,0,2,3,0,0,4,Analógica,Menor a 30” (muy chica)
23245,1,1,4,1,7,12,0,1,2,3,0,0,4,Analógica,Menor a 30” (muy chica)
23246,1,1,3,2,7,10,0,1,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
23246,1,2,3,3,7,3,0,0,0,3,0,0,5,LCD o plasma,Entre 40” y 49” (Mediana)
23247,1,1,4,1,7,1,0,0,0,3,0,0,99,Analógica,Menor a 30” (muy chica)
23248,1,1,2,1,7,5,0,1,2,3,0,0,3,LED,Menor a 30” (muy chica)
23249,1,1,4,2,7,12,0,1,2,3,0,0,4,Analógica,Entre 30” y 39” (Chica)
23250,1,2,4,1,7,2,0,0,0,3,0,0,15,Analógica,Menor a 30” (muy chica)
23250,1,1,3,2,7,4,0,0,2,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23251,1,1,4,1,7,9,0,1,2,3,0,0,4,Analógica,Menor a 30” (muy chica)
23252,1,1,2,1,7,12,0,1,2,3,0,0,3,LED,Menor a 30” (muy chica)
23253,1,1,2,1,7,5,0,0,2,3,0,0,3,LED,Menor a 30” (muy chica)
23254,1,1,2,3,7,10,0,0,2,3,0,0,1,LED,Entre 40” y 49” (Mediana)
23255,1,1,2,1,7,15,0,1,2,3,0,0,3,LED,Menor a 30” (muy chica)
23256,1,2,3,3,7,12,0,0,2,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
23256,1,1,3,3,7,12,0,0,2,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
23256,1,3,3,3,7,12,0,0,2,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
23257,1,1,4,1,7,8,0,1,2,3,0,0,6,Analógica,Menor a 30” (muy chica)
23258,1,1,4,3,7,15,0,1,2,3,0,0,3,Analógica,Entre 40” y 49” (Mediana)
23259,1,1,4,3,7,17,0,1,2,3,0,0,2,Analógica,Entre 40” y 49” (Mediana)
23260,1,1,4,3,7,12,0,0,2,3,4,0,5,Analógica,Entre 40” y 49” (Mediana)
23260,1,3,3,3,7,10,0,1,2,3,4,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
23260,1,2,3,3,7,3,0,0,2,3,0,0,3,LCD o plasma,Entre 40” y 49” (Mediana)
23261,1,1,4,4,7,7,0,0,2,3,4,0,3,Analógica,Entre 50” y 60” (Grande)
23261,1,2,4,2,4,5,0,0,2,3,0,0,5,Analógica,Entre 30” y 39” (Chica)
23262,1,1,3,3,7,6,0,1,2,3,4,0,3,LCD o plasma,Entre 40” y 49” (Mediana)
23263,1,1,3,2,7,15,0,1,2,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
23264,1,1,4,1,7,10,0,1,2,3,0,0,1,Analógica,Menor a 30” (muy chica)
23265,1,1,3,2,7,4,0,1,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
23266,1,1,3,3,7,5,0,1,0,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
23267,1,2,4,3,7,2,0,0,0,3,0,0,5,Analógica,Entre 40” y 49” (Mediana)
23267,1,1,4,3,7,4,0,0,2,0,0,0,5,Analógica,Entre 40” y 49” (Mediana)
23267,1,3,4,3,7,5,0,0,2,3,0,0,2,Analógica,Entre 40” y 49” (Mediana)
23269,1,1,3,3,7,3,0,0,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
23270,1,2,4,3,7,10,0,0,2,3,0,0,3,Analógica,Entre 40” y 49” (Mediana)
23270,1,1,4,1,7,16,0,1,2,3,0,0,7,Analógica,Menor a 30” (muy chica)
