folio,foliohog,id_calefac,calef_tipo,calef_otro,calef_dia,calef_hor,calef_min,calef_adqu,calef_anio,calef_tipo_desc,calef_adqu_desc
28,1,1,1, ,10,3,0,1,9,Eléctrico con aceite térmico,Nuevo
39,1,1,2, ,30,8,0,1,1,Eléctrico de resistencia,Nuevo
57,1,1,3, ,6,1,0,1,10,Eléctrico de torre,Nuevo
58,1,1,3, ,30,4,0,1,4,Eléctrico de torre,Nuevo
68,1,1,1, ,60,3,0,1,1,Eléctrico con aceite térmico,Nuevo
70,1,1,3, ,20,4,0,1,2,Eléctrico de torre,Nuevo
70,1,2,2, ,5,10,0,1,1,Eléctrico de resistencia,Nuevo
98,1,1,2, ,20,4,0,1,1,Eléctrico de resistencia,Nuevo
99,1,1,3, ,40,8,0,1,2,Eléctrico de torre,Nuevo
100,1,1,3, ,15,2,0,1,15,Eléctrico de torre,Nuevo
105,1,1,4, ,5,2,0,1,4,De gas,Nuevo
111,1,1,4, ,30,1,0,1,10,De gas,Nuevo
122,1,1,1, ,1,1,0,1,2,Eléctrico con aceite térmico,Nuevo
132,1,1,2, ,60,2,0,1,1,Eléctrico de resistencia,Nuevo
161,1,1,1, ,90,4,0,1,8,Eléctrico con aceite térmico,Nuevo
161,1,2,1, ,90,4,0,1,8,Eléctrico con aceite térmico,Nuevo
195,1,1,2, ,60,8,0,1,2,Eléctrico de resistencia,Nuevo
197,1,1,2, ,60,6,0,1,10,Eléctrico de resistencia,Nuevo
207,1,1,3, ,30,2,0,1,2,Eléctrico de torre,Nuevo
264,1,1,2, ,30,8,0,1,1,Eléctrico de resistencia,Nuevo
281,1,1,2, ,60,1,0,1,1,Eléctrico de resistencia,Nuevo
309,1,1,2, ,60,8,0,2,6,Eléctrico de resistencia,Usado
313,1,1,3, ,60,8,0,2,2,Eléctrico de torre,Usado
313,1,2,3, ,60,4,0,2,2,Eléctrico de torre,Usado
314,1,1,3, ,20,1,0,1,3,Eléctrico de torre,Nuevo
363,1,1,1, ,30,2,0,1,5,Eléctrico con aceite térmico,Nuevo
418,1,1,1, ,15,0,30,1,1,Eléctrico con aceite térmico,Nuevo
426,1,1,2, ,60,2,0,1,1,Eléctrico de resistencia,Nuevo
457,1,1,2, ,8,2,0,1,1,Eléctrico de resistencia,Nuevo
490,1,1,3, ,6,2,0,1,6,Eléctrico de torre,Nuevo
497,1,1,1, ,70,3,0,1,8,Eléctrico con aceite térmico,Nuevo
502,1,1,4, ,2,7,0,1,3,De gas,Nuevo
534,1,1,4, ,4,1,0,1,1,De gas,Nuevo
550,1,1,2, ,8,8,0,1,8,Eléctrico de resistencia,Nuevo
589,1,1,4, ,30,2,0,1,4,De gas,Nuevo
593,1,1,2, ,30,2,0,1,4,Eléctrico de resistencia,Nuevo
623,1,1,2, ,30,4,0,2,1,Eléctrico de resistencia,Usado
670,1,1,1, ,2,3,0,1,3,Eléctrico con aceite térmico,Nuevo
676,1,1,3, ,6,1,0,1,3,Eléctrico de torre,Nuevo
688,1,1,3, ,7,1,0,1,3,Eléctrico de torre,Nuevo
706,1,1,1, ,15,2,0,1,1,Eléctrico con aceite térmico,Nuevo
706,1,2,3, ,30,2,0,1,2,Eléctrico de torre,Nuevo
750,1,1,5,PORTATIL,30,3,0,1,1,Otro tipo de calefactor (especifica),Nuevo
765,1,1,4, ,30,1,0,1,7,De gas,Nuevo
767,1,1,3, ,20,1,0,1,2,Eléctrico de torre,Nuevo
797,1,1,1, ,30,1,0,1,5,Eléctrico con aceite térmico,Nuevo
827,1,1,1, ,1,5,0,1,5,Eléctrico con aceite térmico,Nuevo
837,1,1,2, ,15,6,0,2,99,Eléctrico de resistencia,Usado
857,1,1,3, ,30,8,0,1,2,Eléctrico de torre,Nuevo
858,1,2,3, ,30,1,0,1,5,Eléctrico de torre,Nuevo
858,1,1,1, ,30,0,30,1,5,Eléctrico con aceite térmico,Nuevo
861,1,1,1, ,15,1,0,1,2,Eléctrico con aceite térmico,Nuevo
871,1,1,3, ,30,5,0,1,1,Eléctrico de torre,Nuevo
879,1,1,1, ,60,12,0,1,5,Eléctrico con aceite térmico,Nuevo
881,1,1,2, ,30,1,0,1,1,Eléctrico de resistencia,Nuevo
882,1,1,3, ,30,0,30,1,1,Eléctrico de torre,Nuevo
883,1,1,2, ,10,2,0,1,1,Eléctrico de resistencia,Nuevo
932,1,1,2, ,30,1,0,1,4,Eléctrico de resistencia,Nuevo
933,1,1,2, ,20,0,30,1,1,Eléctrico de resistencia,Nuevo
973,1,1,4, ,15,2,0,1,1,De gas,Nuevo
975,1,1,1, ,30,3,0,1,2,Eléctrico con aceite térmico,Nuevo
991,1,1,3, ,30,1,0,1,1,Eléctrico de torre,Nuevo
998,1,1,3, ,2,1,0,2,2,Eléctrico de torre,Usado
1006,1,1,3, ,60,1,0,1,3,Eléctrico de torre,Nuevo
1009,1,1,1, ,30,6,0,1,1,Eléctrico con aceite térmico,Nuevo
1034,1,1,1, ,30,7,0,1,2,Eléctrico con aceite térmico,Nuevo
1054,1,1,3, ,90,1,0,1,5,Eléctrico de torre,Nuevo
1055,1,1,2, ,90,4,0,1,8,Eléctrico de resistencia,Nuevo
1114,1,1,2, ,60,1,0,1,3,Eléctrico de resistencia,Nuevo
1124,1,1,4, ,15,2,0,1,2,De gas,Nuevo
1141,1,2,2, ,60,3,0,1,2,Eléctrico de resistencia,Nuevo
1141,1,1,1, ,60,3,0,1,3,Eléctrico con aceite térmico,Nuevo
1156,1,1,1, ,15,2,0,1,1,Eléctrico con aceite térmico,Nuevo
1157,1,1,3, ,20,2,0,2,2,Eléctrico de torre,Usado
1160,1,1,3, ,45,12,0,1,1,Eléctrico de torre,Nuevo
1161,1,1,2, ,30,1,0,1,7,Eléctrico de resistencia,Nuevo
1171,1,1,3, ,4,4,0,1,2,Eléctrico de torre,Nuevo
1181,1,1,1, ,30,12,0,1,5,Eléctrico con aceite térmico,Nuevo
1221,1,1,4, ,90,6,0,2,3,De gas,Usado
1224,1,1,2, ,7,6,0,1,1,Eléctrico de resistencia,Nuevo
1225,1,1,2, ,7,2,0,1,2,Eléctrico de resistencia,Nuevo
1234,1,1,2, ,90,2,0,1,6,Eléctrico de resistencia,Nuevo
1244,1,1,2, ,2,6,0,1,6,Eléctrico de resistencia,Nuevo
1247,1,1,2, ,90,3,0,2,8,Eléctrico de resistencia,Usado
1253,1,1,2, ,7,3,0,1,1,Eléctrico de resistencia,Nuevo
1256,1,1,1, ,90,1,0,1,8,Eléctrico con aceite térmico,Nuevo
1269,1,1,1, ,2,0,2,1,8,Eléctrico con aceite térmico,Nuevo
1277,1,1,3, ,30,2,0,2,1,Eléctrico de torre,Usado
1280,1,1,1, ,90,2,0,1,2,Eléctrico con aceite térmico,Nuevo
1288,1,1,2, ,2,1,0,2,4,Eléctrico de resistencia,Usado
1306,1,1,3, ,30,99,99,1,1,Eléctrico de torre,Nuevo
1340,1,1,3, ,30,2,0,1,4,Eléctrico de torre,Nuevo
1358,1,1,3, ,30,0,30,2,3,Eléctrico de torre,Usado
1372,1,1,2, ,3,3,0,1,2,Eléctrico de resistencia,Nuevo
1373,1,1,4, ,36,3,0,1,8,De gas,Nuevo
1375,1,1,1, ,15,4,0,2,2,Eléctrico con aceite térmico,Usado
1377,1,1,1, ,15,12,0,1,1,Eléctrico con aceite térmico,Nuevo
1396,1,1,3, ,7,4,0,1,1,Eléctrico de torre,Nuevo
1403,1,1,2, ,30,1,30,1,8,Eléctrico de resistencia,Nuevo
1421,1,1,3, ,14,0,30,1,10,Eléctrico de torre,Nuevo
1428,1,1,3, ,20,3,0,1,3,Eléctrico de torre,Nuevo
1449,1,1,4, ,20,0,30,1,2,De gas,Nuevo
1521,1,1,2, ,30,4,0,1,3,Eléctrico de resistencia,Nuevo
1532,1,1,1, ,8,4,0,2,1,Eléctrico con aceite térmico,Usado
1533,1,1,5,MINI SPLIT,12,3,0,1,1,Otro tipo de calefactor (especifica),Nuevo
1546,1,1,2, ,15,4,0,2,1,Eléctrico de resistencia,Usado
1559,1,1,2, ,15,1,0,2,1,Eléctrico de resistencia,Usado
1563,1,1,3, ,30,2,0,2,4,Eléctrico de torre,Usado
1564,1,1,2, ,22,3,0,1,3,Eléctrico de resistencia,Nuevo
1565,1,1,2, ,60,3,0,1,3,Eléctrico de resistencia,Nuevo
1565,1,2,2, ,60,2,30,1,3,Eléctrico de resistencia,Nuevo
1569,1,1,2, ,24,0,15,1,2,Eléctrico de resistencia,Nuevo
1595,1,1,2, ,1,1,0,2,1,Eléctrico de resistencia,Usado
1607,1,1,3, ,30,0,20,1,5,Eléctrico de torre,Nuevo
1724,1,1,4, ,30,2,0,1,10,De gas,Nuevo
1726,1,1,4, ,30,6,0,1,1,De gas,Nuevo
1727,1,1,2, ,16,2,0,1,6,Eléctrico de resistencia,Nuevo
1746,1,1,2, ,12,5,0,2,1,Eléctrico de resistencia,Usado
1747,1,1,2, ,7,0,30,1,4,Eléctrico de resistencia,Nuevo
1842,1,2,1, ,3,4,0,1,3,Eléctrico con aceite térmico,Nuevo
1842,1,1,1, ,3,4,0,1,6,Eléctrico con aceite térmico,Nuevo
1896,1,1,1, ,60,8,0,1,1,Eléctrico con aceite térmico,Nuevo
1984,1,1,1, ,120,5,0,1,2,Eléctrico con aceite térmico,Nuevo
2301,1,1,1, ,20,1,0,1,10,Eléctrico con aceite térmico,Nuevo
2437,1,1,2, ,90,8,0,1,3,Eléctrico de resistencia,Nuevo
3212,1,1,2, ,30,0,30,1,20,Eléctrico de resistencia,Nuevo
3540,1,1,4, ,60,4,0,2,2,De gas,Usado
3541,1,2,4, ,90,12,0,1,5,De gas,Nuevo
3541,1,1,4, ,3,12,0,1,5,De gas,Nuevo
3542,1,1,4, ,60,2,0,1,5,De gas,Nuevo
3543,1,1,4, ,90,2,0,1,2,De gas,Nuevo
3559,1,1,5,MINISPLIT,120,10,0,1,2,Otro tipo de calefactor (especifica),Nuevo
3560,1,1,5,UTILIZO UN MINISPLIT ENCENDIDO Y APAGADO NO LO UTILLIZO PARA AIRE ACONDICIONADO,90,24,0,1,1,Otro tipo de calefactor (especifica),Nuevo
3561,1,2,5,MINISPLIT INVERTER,90,3,0,1,4,Otro tipo de calefactor (especifica),Nuevo
3561,1,4,4, ,90,1,0,1,2,De gas,Nuevo
3561,1,3,5,MINISPLIT INVERTER,90,3,0,1,4,Otro tipo de calefactor (especifica),Nuevo
3561,1,1,5,MINISPLIT INVERTER,90,3,0,1,4,Otro tipo de calefactor (especifica),Nuevo
3562,1,4,5,MINISPLIT INVERTER,24,2,0,1,2,Otro tipo de calefactor (especifica),Nuevo
3562,1,3,4, ,14,2,0,1,7,De gas,Nuevo
3562,1,2,4, ,120,0,20,1,9,De gas,Nuevo
3562,1,1,4, ,30,3,0,1,9,De gas,Nuevo
3564,1,1,2, ,120,0,30,1,8,Eléctrico de resistencia,Nuevo
3568,1,2,5,MINISPLIT INVERTER,120,6,0,1,2,Otro tipo de calefactor (especifica),Nuevo
3568,1,1,5,MINISPLIT INVERTER,120,3,0,1,4,Otro tipo de calefactor (especifica),Nuevo
3569,1,1,5,DE LEÑA,60,6,0,2,2,Otro tipo de calefactor (especifica),Usado
3569,1,2,5,MINISPLI  DE ENCENDIDO Y APAGADO,20,8,0,1,1,Otro tipo de calefactor (especifica),Nuevo
3570,1,2,5,MINISPLIT PAGADO Y ENCENDIDO,90,5,0,1,1,Otro tipo de calefactor (especifica),Nuevo
3570,1,1,5,MINISPLIT APAGADOY ENCENDIDO,90,8,0,1,3,Otro tipo de calefactor (especifica),Nuevo
3571,1,1,5,CALEACTOR DE LE?A,30,24,0,1,2,Otro tipo de calefactor (especifica),Nuevo
3572,1,1,4, ,60,4,0,1,10,De gas,Nuevo
3575,1,1,5,CON LE?A,90,5,0,2,1,Otro tipo de calefactor (especifica),Usado
3577,1,1,1, ,30,12,0,1,12,Eléctrico con aceite térmico,Nuevo
3578,1,1,4, ,10,2,0,2,1,De gas,Usado
3579,1,1,4, ,60,1,0,1,9,De gas,Nuevo
3580,1,1,2, ,60,3,0,1,2,Eléctrico de resistencia,Nuevo
3581,1,1,4, ,120,5,0,1,4,De gas,Nuevo
3584,1,1,4, ,60,1,0,1,15,De gas,Nuevo
3588,1,1,4, ,90,2,0,1,1,De gas,Nuevo
3589,1,4,5,MINISPLIT ENCENDIDO-APAGADO,30,2,0,1,1,Otro tipo de calefactor (especifica),Nuevo
3589,1,3,5,MINISPLIT ENCENDIDO-APAGADO,10,0,30,1,2,Otro tipo de calefactor (especifica),Nuevo
3589,1,2,4, ,60,3,0,1,3,De gas,Nuevo
3589,1,1,4, ,60,3,0,1,4,De gas,Nuevo
3593,1,1,2, ,90,2,0,1,10,Eléctrico de resistencia,Nuevo
3597,1,1,4, ,60,2,0,1,3,De gas,Nuevo
3598,1,1,4, ,60,7,0,1,3,De gas,Nuevo
3599,1,1,4, ,60,8,0,1,8,De gas,Nuevo
3599,1,2,5,MINISPLIT,30,10,0,1,5,Otro tipo de calefactor (especifica),Nuevo
3600,1,1,4, ,60,4,0,1,8,De gas,Nuevo
3602,1,1,1, ,30,2,0,1,5,Eléctrico con aceite térmico,Nuevo
3602,1,2,1, ,30,2,0,1,5,Eléctrico con aceite térmico,Nuevo
3603,1,2,5,MINISPLIT ENCENDIDO APAGADO,5,1,0,1,7,Otro tipo de calefactor (especifica),Nuevo
3603,1,1,5,MINISPLIT INVERTER,20,2,0,1,2,Otro tipo de calefactor (especifica),Nuevo
3604,1,2,5,MINISPLIN INTERVER,30,1,0,1,6,Otro tipo de calefactor (especifica),Nuevo
3604,1,1,5,MINISPLIN INVERTER,30,1,0,1,4,Otro tipo de calefactor (especifica),Nuevo
3605,1,1,1, ,60,1,0,1,10,Eléctrico con aceite térmico,Nuevo
3606,1,1,2, ,70,3,0,2,1,Eléctrico de resistencia,Usado
3607,1,2,5,MINISPLIT,50,5,0,1,7,Otro tipo de calefactor (especifica),Nuevo
3607,1,1,4, ,50,4,0,1,6,De gas,Nuevo
3607,1,3,5,MINISPLIT,50,5,0,1,7,Otro tipo de calefactor (especifica),Nuevo
3607,1,4,5,MINISPLIT,50,5,0,1,7,Otro tipo de calefactor (especifica),Nuevo
3608,1,1,4, ,30,3,0,1,36,De gas,Nuevo
3610,1,1,4, ,30,4,0,1,3,De gas,Nuevo
3610,1,2,5,MINISPLIT,30,8,0,1,7,Otro tipo de calefactor (especifica),Nuevo
3610,1,3,5,MINISPLIT,30,8,0,1,7,Otro tipo de calefactor (especifica),Nuevo
3611,1,1,4, ,10,3,0,1,7,De gas,Nuevo
3612,1,4,5,MINISPLIT,1,4,0,1,4,Otro tipo de calefactor (especifica),Nuevo
3612,1,3,5,MINISPLIT,4,1,0,1,7,Otro tipo de calefactor (especifica),Nuevo
3612,1,2,5,MINISPLIT,4,5,0,1,4,Otro tipo de calefactor (especifica),Nuevo
3612,1,1,4, ,8,8,0,2,25,De gas,Usado
3614,1,2,5,MINISPLIT INVERTER,45,3,0,2,2,Otro tipo de calefactor (especifica),Usado
3614,1,1,5,MINISPLIT INVERTER,40,3,0,2,2,Otro tipo de calefactor (especifica),Usado
3614,1,3,5,MINISPLIT INVERTER,45,5,0,2,2,Otro tipo de calefactor (especifica),Usado
3614,1,4,5,MINISPLIT INVERTER,45,8,0,2,2,Otro tipo de calefactor (especifica),Usado
3615,1,1,2, ,120,8,0,1,2,Eléctrico de resistencia,Nuevo
3620,1,1,4, ,30,3,0,1,10,De gas,Nuevo
3621,1,1,4, ,90,2,0,1,2,De gas,Nuevo
3623,1,1,5,COMENTA INFORMANTE QUE USA EL MINISPLIT CON ENCENDIDO Y APAGADO,60,4,0,1,1,Otro tipo de calefactor (especifica),Nuevo
3623,1,3,5,USA EL MINISPLIT DE ENCENDIDO Y APAGADO PARA TEMPERATURA CALIENTE,60,4,0,1,1,Otro tipo de calefactor (especifica),Nuevo
3623,1,2,5,USA EL MINISPLIT CON ENCENDIDO Y APAGADO,60,4,0,1,1,Otro tipo de calefactor (especifica),Nuevo
3627,1,1,4, ,60,4,0,1,20,De gas,Nuevo
3630,1,1,4, ,50,3,0,1,5,De gas,Nuevo
3635,1,2,4, ,15,3,0,1,5,De gas,Nuevo
3635,1,1,4, ,15,2,0,1,5,De gas,Nuevo
3635,1,4,5,MINIPLIST ENCENDIDO PAGADO,15,1,30,1,3,Otro tipo de calefactor (especifica),Nuevo
3635,1,3,5,MINIPLIST ENCENDIDO Y APAGADO,15,1,30,1,3,Otro tipo de calefactor (especifica),Nuevo
3637,1,1,5,MINISPLIT,20,2,0,1,3,Otro tipo de calefactor (especifica),Nuevo
3639,1,1,4, ,30,0,40,1,3,De gas,Nuevo
3644,1,1,2, ,40,3,0,1,1,Eléctrico de resistencia,Nuevo
3645,1,1,2, ,90,1,30,1,5,Eléctrico de resistencia,Nuevo
3647,1,1,4, ,60,7,0,2,1,De gas,Usado
3648,1,1,5,MINISPLIT DE ENCENDIDO,60,1,0,1,1,Otro tipo de calefactor (especifica),Nuevo
3648,1,2,5,MINISPLIT DE ENCENDIDO,60,1,0,1,1,Otro tipo de calefactor (especifica),Nuevo
3649,1,1,4, ,90,12,0,1,8,De gas,Nuevo
3649,1,2,4, ,90,3,0,1,5,De gas,Nuevo
3650,1,1,1, ,90,4,0,1,6,Eléctrico con aceite térmico,Nuevo
3650,1,2,1, ,90,4,0,1,6,Eléctrico con aceite térmico,Nuevo
3651,1,1,5,CENTRAL,90,6,0,1,2,Otro tipo de calefactor (especifica),Nuevo
3652,1,1,4, ,60,6,0,1,2,De gas,Nuevo
3654,1,1,5,CENTRAL,90,4,0,1,4,Otro tipo de calefactor (especifica),Nuevo
3654,1,2,5,CENTRAL,90,3,0,1,4,Otro tipo de calefactor (especifica),Nuevo
3656,1,1,4, ,999,4,0,2,99,De gas,Usado
3658,1,1,2, ,30,2,0,2,99,Eléctrico de resistencia,Usado
3663,1,1,3, ,90,11,0,1,1,Eléctrico de torre,Nuevo
3666,1,1,2, ,60,3,0,1,1,Eléctrico de resistencia,Nuevo
3667,1,1,2, ,90,3,0,2,1,Eléctrico de resistencia,Usado
3668,1,1,4, ,40,5,0,1,8,De gas,Nuevo
3669,1,1,2, ,60,0,30,1,5,Eléctrico de resistencia,Nuevo
3673,1,1,4, ,60,4,0,1,2,De gas,Nuevo
3674,1,1,2, ,90,3,0,2,9,Eléctrico de resistencia,Usado
3675,1,2,2, ,60,1,0,1,1,Eléctrico de resistencia,Nuevo
3675,1,3,2, ,60,2,0,1,1,Eléctrico de resistencia,Nuevo
3675,1,1,4, ,60,3,0,2,1,De gas,Usado
3676,1,1,4, ,90,4,0,1,3,De gas,Nuevo
3680,1,1,2, ,12,2,0,1,2,Eléctrico de resistencia,Nuevo
3683,1,1,3, ,60,2,0,1,1,Eléctrico de torre,Nuevo
3688,1,2,4, ,30,2,0,1,12,De gas,Nuevo
3688,1,1,4, ,60,4,0,1,12,De gas,Nuevo
3689,1,2,3, ,60,4,0,1,3,Eléctrico de torre,Nuevo
3689,1,1,3, ,60,4,0,1,3,Eléctrico de torre,Nuevo
3691,1,2,4, ,60,2,0,1,3,De gas,Nuevo
3691,1,1,4, ,60,2,0,1,2,De gas,Nuevo
3697,1,1,4, ,15,3,0,2,5,De gas,Usado
3701,1,1,4, ,30,2,0,1,4,De gas,Nuevo
3701,1,2,5,MINISPLIT ENCENDIDO Y APAGADO,3,1,0,1,1,Otro tipo de calefactor (especifica),Nuevo
3704,1,1,1, ,60,3,0,1,6,Eléctrico con aceite térmico,Nuevo
3704,1,2,4, ,90,5,0,1,8,De gas,Nuevo
3704,1,3,4, ,90,4,0,1,2,De gas,Nuevo
3706,1,1,4, ,30,1,0,1,6,De gas,Nuevo
3710,1,1,4, ,20,5,0,1,12,De gas,Nuevo
3714,1,3,4, ,120,2,0,1,12,De gas,Nuevo
3714,1,2,4, ,120,2,0,1,8,De gas,Nuevo
3714,1,1,4, ,120,2,0,1,10,De gas,Nuevo
3715,1,2,5,MINISPLIT ENCENDIDO Y APAGADO,90,5,0,1,3,Otro tipo de calefactor (especifica),Nuevo
3715,1,1,5,MINISPLIT ENCENDIDO APAGADO,90,2,0,1,3,Otro tipo de calefactor (especifica),Nuevo
3716,1,1,4, ,30,12,0,1,1,De gas,Nuevo
3718,1,1,4, ,60,3,0,1,2,De gas,Nuevo
3720,1,1,4, ,60,0,20,2,5,De gas,Usado
3728,1,1,4, ,90,12,0,1,5,De gas,Nuevo
3728,1,2,4, ,60,12,0,1,5,De gas,Nuevo
3728,1,3,4, ,60,12,0,1,5,De gas,Nuevo
3729,1,1,5,MINISPLIT INVERTER,120,8,0,1,6,Otro tipo de calefactor (especifica),Nuevo
3730,1,1,4, ,20,0,30,1,15,De gas,Nuevo
3730,1,2,4, ,40,0,30,1,1,De gas,Nuevo
3731,1,1,4, ,30,2,0,1,7,De gas,Nuevo
3735,1,1,4, ,90,4,0,1,1,De gas,Nuevo
3736,1,1,2, ,20,2,0,1,6,Eléctrico de resistencia,Nuevo
3737,1,1,4, ,30,2,0,1,1,De gas,Nuevo
3738,1,1,4, ,60,0,40,1,4,De gas,Nuevo
3738,1,2,4, ,60,1,30,1,4,De gas,Nuevo
3739,1,2,4, ,20,5,0,1,10,De gas,Nuevo
3739,1,1,4, ,60,8,0,1,8,De gas,Nuevo
3741,1,1,4, ,30,4,0,1,4,De gas,Nuevo
3751,1,2,4, ,7,4,0,2,8,De gas,Usado
3751,1,1,1, ,3,3,0,1,5,Eléctrico con aceite térmico,Nuevo
3758,1,1,4, ,20,2,0,1,10,De gas,Nuevo
3763,1,1,2, ,30,5,0,1,3,Eléctrico de resistencia,Nuevo
3766,1,1,4, ,60,2,0,1,1,De gas,Nuevo
3767,1,1,4, ,60,1,0,1,5,De gas,Nuevo
3768,1,1,4, ,30,1,0,2,1,De gas,Usado
3774,1,1,4, ,60,5,0,2,10,De gas,Usado
3783,1,1,2, ,30,4,0,1,1,Eléctrico de resistencia,Nuevo
3785,1,1,4, ,120,2,0,1,8,De gas,Nuevo
3794,1,1,1, ,30,5,0,1,1,Eléctrico con aceite térmico,Nuevo
3798,1,1,4, ,90,4,0,1,3,De gas,Nuevo
3800,1,1,2, ,60,2,0,1,5,Eléctrico de resistencia,Nuevo
3802,1,1,4, ,60,2,0,1,5,De gas,Nuevo
3802,1,2,4, ,60,3,0,1,5,De gas,Nuevo
3804,1,1,2, ,30,6,0,1,2,Eléctrico de resistencia,Nuevo
3806,1,1,4, ,60,2,0,1,1,De gas,Nuevo
3816,1,1,1, ,90,0,30,1,1,Eléctrico con aceite térmico,Nuevo
3825,1,1,4, ,14,1,0,2,2,De gas,Usado
3839,1,1,4, ,30,0,30,1,6,De gas,Nuevo
3843,1,1,4, ,60,12,0,1,4,De gas,Nuevo
3844,1,2,4, ,120,5,0,1,1,De gas,Nuevo
3844,1,1,4, ,120,5,0,1,2,De gas,Nuevo
3846,1,1,2, ,20,1,0,2,3,Eléctrico de resistencia,Usado
3848,1,1,2, ,20,2,0,1,5,Eléctrico de resistencia,Nuevo
3849,1,1,4, ,30,24,0,1,9,De gas,Nuevo
3849,1,2,4, ,30,24,0,2,99,De gas,Usado
3850,1,1,1, ,4,1,0,1,1,Eléctrico con aceite térmico,Nuevo
3852,1,1,4, ,10,1,0,2,7,De gas,Usado
3856,1,1,2, ,15,3,0,1,3,Eléctrico de resistencia,Nuevo
3857,1,1,4, ,60,2,0,1,10,De gas,Nuevo
3857,1,2,4, ,60,2,0,1,2,De gas,Nuevo
3858,1,1,4, ,20,4,0,1,2,De gas,Nuevo
3863,1,1,4, ,50,1,0,1,4,De gas,Nuevo
3864,1,1,1, ,120,20,0,1,4,Eléctrico con aceite térmico,Nuevo
3864,1,2,4, ,120,6,0,1,1,De gas,Nuevo
3865,1,2,4, ,20,3,0,1,3,De gas,Nuevo
3865,1,1,1, ,10,3,0,2,10,Eléctrico con aceite térmico,Usado
3866,1,1,4, ,90,0,30,2,1,De gas,Usado
3867,1,1,2, ,24,6,0,1,5,Eléctrico de resistencia,Nuevo
3868,1,1,2, ,60,20,0,1,1,Eléctrico de resistencia,Nuevo
3872,1,1,2, ,15,1,0,1,6,Eléctrico de resistencia,Nuevo
3874,1,1,4, ,70,5,0,1,10,De gas,Nuevo
3876,1,1,2, ,15,3,0,2,3,Eléctrico de resistencia,Usado
3878,1,1,4, ,90,5,0,1,2,De gas,Nuevo
3879,1,1,5,MINISPLIT APAGADO ENCENDIDO,60,1,0,1,1,Otro tipo de calefactor (especifica),Nuevo
3880,1,1,2, ,60,24,0,1,1,Eléctrico de resistencia,Nuevo
3882,1,1,2, ,60,1,0,1,8,Eléctrico de resistencia,Nuevo
3884,1,1,2, ,60,5,0,1,1,Eléctrico de resistencia,Nuevo
3888,1,1,2, ,30,1,0,1,1,Eléctrico de resistencia,Nuevo
3889,1,1,2, ,30,1,0,1,1,Eléctrico de resistencia,Nuevo
3893,1,1,4, ,90,1,0,1,6,De gas,Nuevo
3894,1,1,2, ,4,1,0,1,3,Eléctrico de resistencia,Nuevo
3896,1,1,2, ,10,5,0,1,4,Eléctrico de resistencia,Nuevo
3897,1,1,4, ,60,2,0,1,1,De gas,Nuevo
3897,1,2,2, ,30,3,0,2,14,Eléctrico de resistencia,Usado
3900,1,1,2, ,30,8,0,1,1,Eléctrico de resistencia,Nuevo
3901,1,1,4, ,60,5,0,1,3,De gas,Nuevo
3905,1,1,4, ,90,3,0,1,7,De gas,Nuevo
3905,1,2,4, ,90,3,0,1,7,De gas,Nuevo
3907,1,1,4, ,30,5,0,1,2,De gas,Nuevo
3908,1,1,4, ,10,2,0,2,32,De gas,Usado
3911,1,1,4, ,30,2,0,1,1,De gas,Nuevo
3912,1,1,4, ,60,0,30,1,1,De gas,Nuevo
3913,1,1,4, ,5,3,0,2,1,De gas,Usado
3913,1,2,5,MINISPLI,5,0,40,2,1,Otro tipo de calefactor (especifica),Usado
3913,1,3,5,MINISPLIT,5,0,40,2,1,Otro tipo de calefactor (especifica),Usado
3913,1,4,5,MINISPLIT,5,0,40,1,1,Otro tipo de calefactor (especifica),Nuevo
3915,1,1,4, ,40,5,0,1,3,De gas,Nuevo
3916,1,1,4, ,20,4,0,2,2,De gas,Usado
3921,1,2,2, ,90,10,0,1,2,Eléctrico de resistencia,Nuevo
3921,1,1,2, ,90,10,0,1,2,Eléctrico de resistencia,Nuevo
3922,1,1,5,MINISPLIT,15,6,0,1,6,Otro tipo de calefactor (especifica),Nuevo
3922,1,2,5,MINISPLIT,15,6,0,1,6,Otro tipo de calefactor (especifica),Nuevo
3922,1,3,5,MINISPLIT,15,6,0,1,6,Otro tipo de calefactor (especifica),Nuevo
3922,1,4,5,MINISPLIT,15,6,0,1,6,Otro tipo de calefactor (especifica),Nuevo
3923,1,1,4, ,20,2,0,1,4,De gas,Nuevo
3924,1,1,3, ,60,8,0,1,1,Eléctrico de torre,Nuevo
3929,1,1,2, ,60,3,0,1,1,Eléctrico de resistencia,Nuevo
3933,1,1,4, ,30,2,0,1,1,De gas,Nuevo
3934,1,1,4, ,20,2,0,1,20,De gas,Nuevo
3936,1,1,3, ,60,12,0,1,3,Eléctrico de torre,Nuevo
3937,1,1,3, ,30,3,0,1,3,Eléctrico de torre,Nuevo
3941,1,1,4, ,15,1,0,2,2,De gas,Usado
3944,1,1,1, ,60,3,0,1,10,Eléctrico con aceite térmico,Nuevo
3944,1,3,1, ,60,3,0,1,10,Eléctrico con aceite térmico,Nuevo
3944,1,2,1, ,60,3,0,1,10,Eléctrico con aceite térmico,Nuevo
3957,1,1,2, ,30,6,0,1,3,Eléctrico de resistencia,Nuevo
3959,1,1,2, ,45,0,30,2,3,Eléctrico de resistencia,Usado
3960,1,1,4, ,30,2,0,2,3,De gas,Usado
