folio,foliohog,id_calefac,calef_tipo,calef_otro,calef_dia,calef_hor,calef_min,calef_adqu,calef_anio,calef_tipo_desc,calef_adqu_desc
6557,1,1,4, ,10,3,0,2,10,De gas,Usado
6558,1,1,5,EQUIPO DE AIRE CENTRAL,120,4,0,1,14,Otro tipo de calefactor (especifica),Nuevo
6559,1,2,5,EQUIPO DE AIRE CENTRAL,90,1,0,2,4,Otro tipo de calefactor (especifica),Usado
6559,1,1,4, ,90,2,30,1,2,De gas,Nuevo
6560,1,1,4, ,90,4,0,1,5,De gas,Nuevo
6561,1,1,4, ,90,6,0,1,1,De gas,Nuevo
6563,1,1,5,EQUIPO CENTRAL,90,2,0,1,15,Otro tipo de calefactor (especifica),Nuevo
6564,1,1,4, ,60,3,0,1,7,De gas,Nuevo
6569,1,3,4, ,180,6,0,1,8,De gas,Nuevo
6569,1,1,4, ,180,6,0,1,24,De gas,Nuevo
6569,1,2,4, ,180,6,0,1,24,De gas,Nuevo
6571,1,2,4, ,30,2,0,1,4,De gas,Nuevo
6571,1,1,2, ,10,1,30,1,2,Eléctrico de resistencia,Nuevo
6573,1,1,1, ,120,7,0,2,99,Eléctrico con aceite térmico,Usado
6574,1,1,3, ,135,5,0,1,1,Eléctrico de torre,Nuevo
6576,1,1,2, ,120,8,0,1,4,Eléctrico de resistencia,Nuevo
6576,1,2,4, ,150,12,0,1,3,De gas,Nuevo
6578,1,1,4, ,60,3,0,1,12,De gas,Nuevo
6579,1,1,4, ,80,4,0,1,5,De gas,Nuevo
6580,1,1,4, ,90,8,0,1,5,De gas,Nuevo
6584,1,1,4, ,60,14,0,1,4,De gas,Nuevo
6585,1,1,4, ,135,4,0,1,3,De gas,Nuevo
6586,1,1,4, ,90,11,0,1,10,De gas,Nuevo
6589,1,2,4, ,30,1,0,1,5,De gas,Nuevo
6589,1,1,4, ,60,3,0,1,5,De gas,Nuevo
6590,1,3,4, ,150,6,0,1,4,De gas,Nuevo
6590,1,2,4, ,150,3,0,1,4,De gas,Nuevo
6590,1,1,4, ,150,13,0,1,3,De gas,Nuevo
6591,1,1,5,CALEFACCION CENTRAL,75,4,0,2,99,Otro tipo de calefactor (especifica),Usado
6592,1,2,4, ,90,2,0,1,2,De gas,Nuevo
6592,1,1,4, ,90,3,0,1,2,De gas,Nuevo
6593,1,1,5,CALEFACCION CENTRAL,60,6,0,1,2,Otro tipo de calefactor (especifica),Nuevo
6594,1,1,5,CALEFACCION CENTRAL,120,8,0,1,10,Otro tipo de calefactor (especifica),Nuevo
6595,1,1,5,CALEFACCION CENTRAL,90,2,0,2,2,Otro tipo de calefactor (especifica),Usado
6596,1,1,5,EQUIPO CENTRAL,120,10,0,1,10,Otro tipo de calefactor (especifica),Nuevo
6596,1,2,4, ,120,7,0,1,5,De gas,Nuevo
6597,1,1,4, ,75,2,0,2,5,De gas,Usado
6605,1,1,5,CALENTON DE LEÑA,120,3,0,2,8,Otro tipo de calefactor (especifica),Usado
6606,1,1,5,CALENTON DE LEÑA,96,6,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6606,1,2,4, ,96,4,0,1,12,De gas,Nuevo
6607,1,1,5,CALENTON DE LEÑA,60,2,0,2,2,Otro tipo de calefactor (especifica),Usado
6608,1,2,2, ,30,1,0,1,10,Eléctrico de resistencia,Nuevo
6608,1,1,2, ,30,0,15,1,10,Eléctrico de resistencia,Nuevo
6611,1,1,4, ,60,2,0,2,10,De gas,Usado
6613,1,1,5,CALENT0OJ DE LE?A,60,12,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6614,1,1,4, ,90,12,0,1,3,De gas,Nuevo
6616,1,1,4, ,90,3,0,2,1,De gas,Usado
6617,1,1,4, ,150,10,0,1,3,De gas,Nuevo
6618,1,1,4, ,90,3,0,1,2,De gas,Nuevo
6619,1,1,4, ,90,8,0,1,2,De gas,Nuevo
6621,1,2,2, ,120,4,0,1,4,Eléctrico de resistencia,Nuevo
6621,1,1,2, ,120,2,0,1,4,Eléctrico de resistencia,Nuevo
6622,1,1,4, ,45,15,0,1,8,De gas,Nuevo
6623,1,1,5,EQUIPO CENTRAL,70,5,0,1,8,Otro tipo de calefactor (especifica),Nuevo
6624,1,1,2, ,90,2,0,1,5,Eléctrico de resistencia,Nuevo
6633,1,1,4, ,75,5,0,1,6,De gas,Nuevo
6634,1,1,4, ,60,2,0,1,12,De gas,Nuevo
6634,1,2,5,CHIMENEA,60,4,0,1,5,Otro tipo de calefactor (especifica),Nuevo
6635,1,1,4, ,60,3,0,2,10,De gas,Usado
6636,1,2,4, ,90,8,0,1,6,De gas,Nuevo
6636,1,1,4, ,90,6,0,1,4,De gas,Nuevo
6641,1,1,4, ,90,5,0,1,2,De gas,Nuevo
6641,1,2,4, ,90,5,0,1,10,De gas,Nuevo
6642,1,1,4, ,120,8,0,1,2,De gas,Nuevo
6642,1,2,4, ,120,8,0,1,2,De gas,Nuevo
6644,1,1,4, ,10,0,20,1,2,De gas,Nuevo
6646,1,1,4, ,60,3,0,1,1,De gas,Nuevo
6647,1,1,4, ,90,8,0,1,2,De gas,Nuevo
6649,1,1,4, ,90,2,0,2,1,De gas,Usado
6653,1,1,5,CALENTON DE LE?A,45,2,0,2,99,Otro tipo de calefactor (especifica),Usado
6654,1,1,4, ,30,1,0,1,2,De gas,Nuevo
6656,1,1,4, ,60,8,0,1,10,De gas,Nuevo
6657,1,1,4, ,120,8,0,1,10,De gas,Nuevo
6658,1,1,4, ,120,3,30,1,6,De gas,Nuevo
6659,1,1,2, ,105,8,0,1,1,Eléctrico de resistencia,Nuevo
6660,1,1,5,CHIMENEA,120,4,0,1,30,Otro tipo de calefactor (especifica),Nuevo
6664,1,1,4, ,90,2,0,1,5,De gas,Nuevo
6665,1,1,5,CALENTON DE LE?A,16,2,0,1,3,Otro tipo de calefactor (especifica),Nuevo
6666,1,1,4, ,120,2,0,1,8,De gas,Nuevo
6667,1,1,4, ,60,3,0,1,4,De gas,Nuevo
6668,1,2,5,CALENTON DE LE?A,120,2,0,1,3,Otro tipo de calefactor (especifica),Nuevo
6668,1,1,4, ,120,0,15,1,5,De gas,Nuevo
6669,1,2,4, ,90,4,0,1,5,De gas,Nuevo
6669,1,1,4, ,90,4,0,1,1,De gas,Nuevo
6671,1,1,4, ,120,6,0,2,2,De gas,Usado
6672,1,1,4, ,120,0,30,1,7,De gas,Nuevo
6674,1,1,4, ,60,5,0,1,20,De gas,Nuevo
6675,1,1,4, ,90,8,0,1,4,De gas,Nuevo
6679,1,1,4, ,90,3,0,1,5,De gas,Nuevo
6681,1,1,2, ,90,6,0,1,1,Eléctrico de resistencia,Nuevo
6682,1,2,4, ,90,8,0,1,3,De gas,Nuevo
6682,1,1,4, ,90,10,0,1,3,De gas,Nuevo
6683,1,1,5,CALENTON DE LEÑA,90,4,0,1,7,Otro tipo de calefactor (especifica),Nuevo
6685,1,1,2, ,120,4,0,2,1,Eléctrico de resistencia,Usado
6688,1,1,5,CALEFACION CENTRAL,30,7,0,2,12,Otro tipo de calefactor (especifica),Usado
6689,1,1,5,CALEFACCION CENTRAL,3,2,0,1,18,Otro tipo de calefactor (especifica),Nuevo
6690,1,1,4, ,60,4,0,1,25,De gas,Nuevo
6691,1,1,4, ,130,3,0,1,4,De gas,Nuevo
6692,1,1,4, ,10,4,30,2,10,De gas,Usado
6693,1,1,4, ,45,4,0,1,1,De gas,Nuevo
6694,1,1,2, ,60,3,0,2,99,Eléctrico de resistencia,Usado
6696,1,1,4, ,30,2,0,1,2,De gas,Nuevo
6698,1,1,2, ,150,3,0,2,1,Eléctrico de resistencia,Usado
6700,1,1,4, ,90,3,0,2,3,De gas,Usado
6703,1,1,4, ,60,1,30,1,3,De gas,Nuevo
6704,1,1,4, ,50,3,0,1,9,De gas,Nuevo
6706,1,2,4, ,90,2,0,2,1,De gas,Usado
6706,1,1,2, ,90,0,30,2,1,Eléctrico de resistencia,Usado
6707,1,1,4, ,90,3,0,1,4,De gas,Nuevo
6708,1,1,4, ,90,4,0,1,4,De gas,Nuevo
6709,1,1,5,CALEFACCION CNETRAL,120,4,0,1,17,Otro tipo de calefactor (especifica),Nuevo
6710,1,1,4, ,60,5,0,1,8,De gas,Nuevo
6710,1,2,4, ,15,0,30,1,5,De gas,Nuevo
6711,1,1,5,CALEFACCION CENTRAL,60,5,0,2,99,Otro tipo de calefactor (especifica),Usado
6711,1,2,4, ,30,6,0,1,4,De gas,Nuevo
6712,1,1,4, ,80,3,0,1,5,De gas,Nuevo
6713,1,1,4, ,150,2,0,2,1,De gas,Usado
6715,1,1,4, ,80,3,0,1,12,De gas,Nuevo
6717,1,1,4, ,30,6,0,1,3,De gas,Nuevo
6718,1,1,4, ,150,14,0,1,15,De gas,Nuevo
6718,1,2,4, ,80,2,0,1,15,De gas,Nuevo
6719,1,1,4, ,120,3,0,1,6,De gas,Nuevo
6720,1,1,5,EQUIPO DE CALEFACCION CENTRAL,90,12,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6723,1,1,4, ,60,5,0,1,5,De gas,Nuevo
6728,1,1,4, ,90,2,30,1,3,De gas,Nuevo
6729,1,1,5,CALEFACCION,90,3,0,2,99,Otro tipo de calefactor (especifica),Usado
6730,1,1,2, ,60,3,0,1,2,Eléctrico de resistencia,Nuevo
6731,1,1,4, ,90,2,0,1,1,De gas,Nuevo
6732,1,1,4, ,30,5,0,1,6,De gas,Nuevo
6733,1,1,4, ,60,4,0,1,1,De gas,Nuevo
6733,1,2,4, ,90,6,0,2,99,De gas,Usado
6734,1,1,4, ,120,6,0,1,1,De gas,Nuevo
6735,1,1,4, ,45,2,0,1,5,De gas,Nuevo
6736,1,1,5,CALENTON DE LE?A,15,3,0,1,2,Otro tipo de calefactor (especifica),Nuevo
6737,1,1,4, ,1,5,0,1,3,De gas,Nuevo
6739,1,1,4, ,90,5,0,1,6,De gas,Nuevo
6740,1,1,2, ,90,5,0,1,1,Eléctrico de resistencia,Nuevo
6741,1,1,4, ,60,2,0,1,8,De gas,Nuevo
6742,1,1,1, ,60,10,0,2,7,Eléctrico con aceite térmico,Usado
6744,1,1,4, ,30,20,0,1,10,De gas,Nuevo
6746,1,1,4, ,120,5,0,1,1,De gas,Nuevo
6748,1,1,4, ,120,3,0,1,12,De gas,Nuevo
6749,1,1,4, ,160,3,0,1,1,De gas,Nuevo
6751,1,1,5,CHIMENEA DE LE?A,60,4,0,1,8,Otro tipo de calefactor (especifica),Nuevo
6752,1,2,2, ,90,4,0,2,5,Eléctrico de resistencia,Usado
6752,1,1,4, ,90,4,0,1,5,De gas,Nuevo
6756,1,1,2, ,60,2,0,1,2,Eléctrico de resistencia,Nuevo
6757,1,1,5,CALENTON DE LEÑA,80,4,0,2,15,Otro tipo de calefactor (especifica),Usado
6759,1,1,5,CALENTON DE LE?A,120,5,0,2,1,Otro tipo de calefactor (especifica),Usado
6760,1,1,2, ,60,1,0,2,2,Eléctrico de resistencia,Usado
6762,1,1,4, ,60,2,0,2,10,De gas,Usado
6763,1,1,4, ,120,5,0,1,1,De gas,Nuevo
6765,1,1,4, ,60,7,0,2,2,De gas,Usado
6773,1,1,5,CALEFACCION CENTRAL,90,24,0,1,15,Otro tipo de calefactor (especifica),Nuevo
6774,1,1,2, ,90,2,0,2,99,Eléctrico de resistencia,Usado
6775,1,1,4, ,120,2,0,2,10,De gas,Usado
6776,1,1,5,CALENTON DE LE?A,90,4,0,2,2,Otro tipo de calefactor (especifica),Usado
6781,1,1,2, ,60,5,0,2,1,Eléctrico de resistencia,Usado
6784,1,1,4, ,90,6,0,1,10,De gas,Nuevo
6784,1,2,4, ,90,6,0,1,6,De gas,Nuevo
6788,1,1,5,CALENTON DE LE?A,60,4,0,2,4,Otro tipo de calefactor (especifica),Usado
6789,1,1,5,CALENTON DE LEÑA,60,1,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6790,1,1,2, ,105,2,0,1,4,Eléctrico de resistencia,Nuevo
6790,1,2,5,CALENTON DE LE?A,60,15,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6792,1,1,2, ,120,3,0,2,3,Eléctrico de resistencia,Usado
6793,1,1,5,CALENTON DE LE?A,60,4,0,1,3,Otro tipo de calefactor (especifica),Nuevo
6799,1,1,1, ,60,2,0,1,1,Eléctrico con aceite térmico,Nuevo
6802,1,1,4, ,45,6,0,1,1,De gas,Nuevo
6803,1,1,2, ,180,4,0,2,2,Eléctrico de resistencia,Usado
6804,1,1,5,CHIMENEA DE LE?A,120,4,0,1,7,Otro tipo de calefactor (especifica),Nuevo
6806,1,1,1, ,30,1,0,1,1,Eléctrico con aceite térmico,Nuevo
6807,1,1,4, ,90,5,0,1,9,De gas,Nuevo
6808,1,1,3, ,90,5,0,1,3,Eléctrico de torre,Nuevo
6811,1,1,5,LE?A CALENTON,60,6,0,1,2,Otro tipo de calefactor (especifica),Nuevo
6812,1,1,5,MINISPLIT,30,1,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6813,1,1,4, ,120,3,0,2,2,De gas,Usado
6813,1,2,4, ,120,3,0,2,1,De gas,Usado
6814,1,1,2, ,30,2,0,1,1,Eléctrico de resistencia,Nuevo
6815,1,1,4, ,60,2,0,2,8,De gas,Usado
6817,1,2,5,CALEWNTON DE LE?A,120,8,0,1,2,Otro tipo de calefactor (especifica),Nuevo
6817,1,1,3, ,120,1,0,1,2,Eléctrico de torre,Nuevo
6818,1,1,2, ,60,10,0,1,1,Eléctrico de resistencia,Nuevo
6819,1,1,5,CALEFACCION CENTRAL,90,1,0,1,8,Otro tipo de calefactor (especifica),Nuevo
6820,1,1,4, ,90,5,0,1,2,De gas,Nuevo
6821,1,1,5,EQIPO CENTRAL,120,3,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6822,1,1,5,EQUIPO DE CALEFACCION CENTRAL,160,8,0,2,2,Otro tipo de calefactor (especifica),Usado
6826,1,1,4, ,90,2,0,1,5,De gas,Nuevo
6827,1,1,4, ,60,2,0,1,3,De gas,Nuevo
6827,1,2,1, ,120,12,0,1,12,Eléctrico con aceite térmico,Nuevo
6830,1,1,4, ,60,5,0,1,1,De gas,Nuevo
6830,1,2,2, ,30,6,0,1,2,Eléctrico de resistencia,Nuevo
6831,1,2,2, ,60,6,0,1,1,Eléctrico de resistencia,Nuevo
6831,1,1,4, ,90,6,0,2,3,De gas,Usado
6832,1,1,4, ,120,7,0,1,6,De gas,Nuevo
6835,1,1,4, ,120,5,0,1,6,De gas,Nuevo
6836,1,1,2, ,75,1,0,1,3,Eléctrico de resistencia,Nuevo
6837,1,1,5,CALEFACCION CENTRAL,90,4,0,1,8,Otro tipo de calefactor (especifica),Nuevo
6838,1,1,5,EQUIPO CENTRAL,120,5,0,2,5,Otro tipo de calefactor (especifica),Usado
6839,1,1,4, ,120,3,0,2,7,De gas,Usado
6841,1,1,4, ,8,4,0,1,9,De gas,Nuevo
6842,1,1,5,MINISPLIT,90,1,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6843,1,1,4, ,60,3,0,1,1,De gas,Nuevo
6846,1,1,4, ,45,3,0,1,15,De gas,Nuevo
6846,1,2,5,CHIMENEA DE LE?A,60,10,0,1,32,Otro tipo de calefactor (especifica),Nuevo
6847,1,1,5,CALENTON DE LE?A,15,2,0,1,20,Otro tipo de calefactor (especifica),Nuevo
6849,1,1,5,MINISPLIT INVERTER,2,3,0,1,10,Otro tipo de calefactor (especifica),Nuevo
6854,1,1,5,CALENTON DE LE?A,45,6,0,1,10,Otro tipo de calefactor (especifica),Nuevo
6856,1,1,4, ,2,3,0,1,1,De gas,Nuevo
6857,1,2,5,MINISPLIT,999,99,99,1,1,Otro tipo de calefactor (especifica),Nuevo
6857,1,1,4, ,30,2,0,1,8,De gas,Nuevo
6860,1,2,4, ,2,2,0,1,2,De gas,Nuevo
6860,1,1,3, ,9,1,0,1,3,Eléctrico de torre,Nuevo
6861,1,3,5,MINISPLIT,90,3,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6861,1,1,4, ,90,1,0,1,3,De gas,Nuevo
6861,1,2,5,MINISPLIT,90,3,0,1,2,Otro tipo de calefactor (especifica),Nuevo
6863,1,1,4, ,90,8,0,1,1,De gas,Nuevo
6864,1,1,5,CALENTON DE LE?A,60,8,0,1,5,Otro tipo de calefactor (especifica),Nuevo
6866,1,1,2, ,30,24,0,1,1,Eléctrico de resistencia,Nuevo
6867,1,1,4, ,60,1,0,1,7,De gas,Nuevo
6868,1,1,2, ,45,5,0,1,2,Eléctrico de resistencia,Nuevo
6869,1,1,2, ,60,1,0,2,4,Eléctrico de resistencia,Usado
6870,1,2,3, ,90,18,0,1,1,Eléctrico de torre,Nuevo
6870,1,1,2, ,120,12,0,1,1,Eléctrico de resistencia,Nuevo
6871,1,1,1, ,60,1,0,2,2,Eléctrico con aceite térmico,Usado
6872,1,1,4, ,180,5,0,1,4,De gas,Nuevo
6873,1,1,5,CALENTON LE?A,160,10,0,1,2,Otro tipo de calefactor (especifica),Nuevo
6873,1,2,5,CHIMENEA DE LE?A,160,3,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6873,1,3,4, ,160,2,0,1,3,De gas,Nuevo
6874,1,2,4, ,30,24,0,1,6,De gas,Nuevo
6874,1,1,4, ,120,18,0,1,2,De gas,Nuevo
6878,1,1,2, ,60,1,30,1,2,Eléctrico de resistencia,Nuevo
6879,1,1,5,CALENTON DE LE?A,90,6,0,1,10,Otro tipo de calefactor (especifica),Nuevo
6880,1,2,5,CHIMENEA DE LE?A,10,8,0,1,5,Otro tipo de calefactor (especifica),Nuevo
6880,1,1,4, ,4,1,0,1,15,De gas,Nuevo
6882,1,1,3, ,60,3,0,1,10,Eléctrico de torre,Nuevo
6884,1,1,5,CALENBTON DE LE?A,60,12,0,1,20,Otro tipo de calefactor (especifica),Nuevo
6886,1,1,2, ,60,1,30,1,2,Eléctrico de resistencia,Nuevo
6888,1,1,4, ,90,1,0,2,15,De gas,Usado
6889,1,1,2, ,90,2,0,1,12,Eléctrico de resistencia,Nuevo
6892,1,1,4, ,20,3,0,2,3,De gas,Usado
6893,1,1,5,CALENTON DE LE?A,4,1,0,2,99,Otro tipo de calefactor (especifica),Usado
6894,1,1,2, ,40,1,0,2,20,Eléctrico de resistencia,Usado
6894,1,2,3, ,90,4,0,1,2,Eléctrico de torre,Nuevo
6898,1,1,4, ,120,12,0,1,99,De gas,Nuevo
6901,1,1,4, ,90,0,20,1,8,De gas,Nuevo
6906,1,1,4, ,30,0,15,1,15,De gas,Nuevo
6907,1,1,4, ,60,0,30,1,4,De gas,Nuevo
6910,1,1,5,CALENTON DE LE?A,90,3,0,1,21,Otro tipo de calefactor (especifica),Nuevo
6911,1,1,5,CALENTON DE LE?A,75,8,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6913,1,1,5,CALENTON DE LE?A,90,6,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6914,1,1,5,MINIESPLIT,90,12,0,1,6,Otro tipo de calefactor (especifica),Nuevo
6916,1,1,5,DE LE?A,60,24,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6917,1,1,4, ,30,2,0,2,99,De gas,Usado
6918,1,1,4, ,120,6,0,1,2,De gas,Nuevo
6918,1,2,4, ,120,6,0,1,2,De gas,Nuevo
6919,1,1,4, ,75,0,10,1,6,De gas,Nuevo
6920,1,1,5,CALENTON DE LE?A,90,12,0,1,20,Otro tipo de calefactor (especifica),Nuevo
6921,1,1,5,CALENTON DE LE?A,120,3,0,2,4,Otro tipo de calefactor (especifica),Usado
6922,1,1,5,CALENTON DE METAL FUNCIONA A BASE DE LE?A,150,4,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6923,1,2,5,CALENTON DE LE?A,60,7,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6923,1,1,4, ,30,1,0,1,4,De gas,Nuevo
6924,1,1,4, ,90,6,0,1,10,De gas,Nuevo
6925,1,1,2, ,60,0,30,1,10,Eléctrico de resistencia,Nuevo
6926,1,2,5,CALENTON DE LE?A,150,12,0,1,7,Otro tipo de calefactor (especifica),Nuevo
6926,1,1,5,ESTUFA DE LE?A,150,12,0,1,29,Otro tipo de calefactor (especifica),Nuevo
6927,1,1,5,CALENTON DE LE?A,120,12,0,2,3,Otro tipo de calefactor (especifica),Usado
6928,1,1,5,CALENTON DE LE?A,120,2,0,1,2,Otro tipo de calefactor (especifica),Nuevo
6930,1,1,5,CALENTON DE LE?A,180,3,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6931,1,2,5,CALENTON DE LE?A,180,2,0,1,6,Otro tipo de calefactor (especifica),Nuevo
6931,1,1,5,CALENTON DE L?A,180,1,0,1,6,Otro tipo de calefactor (especifica),Nuevo
6932,1,1,5,CALENTON DE LE?A,120,6,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6934,1,2,4, ,150,4,0,1,5,De gas,Nuevo
6934,1,1,4, ,150,8,0,1,1,De gas,Nuevo
6935,1,1,4, ,90,4,0,1,1,De gas,Nuevo
6936,1,1,5,CALENTON DE LE?A,90,2,0,1,99,Otro tipo de calefactor (especifica),Nuevo
6939,1,1,5,CALEFACTOR DE LEÑA,180,10,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6941,1,1,5,CALENTON DE LE?A,90,2,30,1,1,Otro tipo de calefactor (especifica),Nuevo
6942,1,1,5,CALENTON DE LE?A,150,1,30,1,8,Otro tipo de calefactor (especifica),Nuevo
6948,1,1,5,CALENTON DE LE?A,60,12,0,2,4,Otro tipo de calefactor (especifica),Usado
6953,1,1,4, ,60,2,0,1,5,De gas,Nuevo
6956,1,1,4, ,60,3,0,1,1,De gas,Nuevo
6957,1,1,5,CALENTON DE LE?A,30,1,0,2,99,Otro tipo de calefactor (especifica),Usado
6958,1,1,5,CALENTPON DE LE?LA,60,3,0,2,5,Otro tipo de calefactor (especifica),Usado
6964,1,1,5,CALENTON DE LEÑA,90,2,0,1,15,Otro tipo de calefactor (especifica),Nuevo
6965,1,1,5,CALENTON DE LEÑA,120,99,99,2,99,Otro tipo de calefactor (especifica),Usado
6966,1,1,5,CALENTONN DE LEÑA,120,10,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6967,1,1,4, ,90,6,0,1,30,De gas,Nuevo
6968,1,1,4, ,150,8,0,1,10,De gas,Nuevo
6969,1,1,4, ,120,12,0,1,6,De gas,Nuevo
6970,1,1,5,CALENTON DE LEÑA,60,4,0,1,10,Otro tipo de calefactor (especifica),Nuevo
6971,1,1,5,CALENTON DE DIESEL,100,6,0,2,10,Otro tipo de calefactor (especifica),Usado
6972,1,1,4, ,120,4,0,1,7,De gas,Nuevo
6973,1,1,4, ,150,6,0,1,9,De gas,Nuevo
6975,1,1,5,CALENTON DE LEÑA,120,2,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6976,1,1,5,CALENTON DE LEÑA,150,12,0,1,3,Otro tipo de calefactor (especifica),Nuevo
6977,1,1,4, ,120,1,0,1,15,De gas,Nuevo
6978,1,1,4, ,120,24,0,1,4,De gas,Nuevo
6979,1,1,4, ,120,3,0,1,7,De gas,Nuevo
6989,1,1,3, ,120,10,0,1,7,Eléctrico de torre,Nuevo
7000,1,1,5,CALENTON DE LEÑA,30,6,0,2,1,Otro tipo de calefactor (especifica),Usado
7002,1,1,4, ,45,2,0,1,10,De gas,Nuevo
7003,1,1,5,CALENTON DE LEÑA,20,3,0,1,7,Otro tipo de calefactor (especifica),Nuevo
7009,1,1,5,CHIMENEA DE LEÑA,120,12,0,1,5,Otro tipo de calefactor (especifica),Nuevo
7026,1,1,5,CALENTON DE LEÑA,365,4,0,1,7,Otro tipo de calefactor (especifica),Nuevo
7036,1,1,5,CALENTON DE LEÑA,60,4,0,2,3,Otro tipo de calefactor (especifica),Usado
7037,1,1,5,CALENTON DE LEÑA,90,12,0,1,3,Otro tipo de calefactor (especifica),Nuevo
7042,1,1,5,CALENTON DE LEÑA,365,8,0,2,7,Otro tipo de calefactor (especifica),Usado
7045,1,1,2, ,90,4,0,1,1,Eléctrico de resistencia,Nuevo
7047,1,1,5,ESTUFA DE LEÑA LA USA COMO CALEFACTOR EN INVIERNO,120,1,0,2,4,Otro tipo de calefactor (especifica),Usado
7048,1,1,5,CALENTON DE LEÑA,120,2,0,1,10,Otro tipo de calefactor (especifica),Nuevo
7051,1,1,5,ESTUFA DE LEÑA LA UTILIZAN PARA CALENTARSE,120,24,0,1,5,Otro tipo de calefactor (especifica),Nuevo
7054,1,1,5,CALENTON DE LENA,60,8,0,2,1,Otro tipo de calefactor (especifica),Usado
7055,1,1,5,CALENTON DE LEÑA,180,2,30,1,4,Otro tipo de calefactor (especifica),Nuevo
7056,1,1,5,CALENTON DE LEÑA,30,4,0,1,4,Otro tipo de calefactor (especifica),Nuevo
7060,1,1,2, ,90,4,0,1,5,Eléctrico de resistencia,Nuevo
7062,1,1,5,ESTUFA DE LEÑA LA USAN COMO CALEFACTOR,60,5,0,2,20,Otro tipo de calefactor (especifica),Usado
7065,1,1,2, ,90,5,0,2,3,Eléctrico de resistencia,Usado
7070,1,1,2, ,60,0,10,1,5,Eléctrico de resistencia,Nuevo
7072,1,1,5,CALENTON DE LE?A,180,6,0,2,2,Otro tipo de calefactor (especifica),Usado
7077,1,1,2, ,120,3,0,2,1,Eléctrico de resistencia,Usado
7078,1,1,2, ,30,4,0,1,4,Eléctrico de resistencia,Nuevo
7079,1,1,5,ESTUFA DE LE?A ?A USAN COMO CALEFACTOR,60,10,0,2,3,Otro tipo de calefactor (especifica),Usado
7080,1,1,4, ,30,2,0,1,1,De gas,Nuevo
7081,1,1,5,CALENTON DE LE?A,120,3,0,1,9,Otro tipo de calefactor (especifica),Nuevo
7122,1,2,1, ,30,2,0,1,30,Eléctrico con aceite térmico,Nuevo
7122,1,1,1, ,30,2,0,1,30,Eléctrico con aceite térmico,Nuevo
7154,1,2,2, ,15,8,0,2,2,Eléctrico de resistencia,Usado
7154,1,1,2, ,15,8,0,1,2,Eléctrico de resistencia,Nuevo
7184,1,1,3, ,15,8,0,1,3,Eléctrico de torre,Nuevo
7186,1,1,3, ,30,4,0,1,4,Eléctrico de torre,Nuevo
7189,1,1,3, ,15,2,0,1,2,Eléctrico de torre,Nuevo
7298,1,1,2, ,15,3,0,2,12,Eléctrico de resistencia,Usado
7303,1,1,5,DIGITAL,30,2,0,1,1,Otro tipo de calefactor (especifica),Nuevo
7376,1,1,1, ,8,8,0,1,10,Eléctrico con aceite térmico,Nuevo
7381,1,1,3, ,30,2,0,1,1,Eléctrico de torre,Nuevo
7384,1,1,2, ,60,3,0,1,10,Eléctrico de resistencia,Nuevo
7410,1,1,1, ,20,3,0,1,3,Eléctrico con aceite térmico,Nuevo
7413,1,1,1, ,5,1,0,1,4,Eléctrico con aceite térmico,Nuevo
7436,1,1,1, ,30,1,0,1,6,Eléctrico con aceite térmico,Nuevo
7542,1,1,2, ,30,8,0,2,10,Eléctrico de resistencia,Usado
7551,1,1,2, ,5,0,40,1,1,Eléctrico de resistencia,Nuevo
7572,1,1,2, ,5,4,0,2,8,Eléctrico de resistencia,Usado
7573,1,1,1, ,999,12,0,1,5,Eléctrico con aceite térmico,Nuevo
7573,1,2,1, ,90,5,0,1,8,Eléctrico con aceite térmico,Nuevo
7592,1,1,1, ,10,5,0,1,5,Eléctrico con aceite térmico,Nuevo
7595,1,1,1, ,90,2,0,1,3,Eléctrico con aceite térmico,Nuevo
7597,1,1,2, ,15,1,0,1,3,Eléctrico de resistencia,Nuevo
7597,1,2,2, ,15,0,30,1,3,Eléctrico de resistencia,Nuevo
7607,1,1,2, ,40,2,0,2,5,Eléctrico de resistencia,Usado
7654,1,1,3, ,60,5,0,1,2,Eléctrico de torre,Nuevo
