folio,foliohog,id_pobla,edad,nacio_dia,nacio_mes,sexo,parentesco,asiste_esc,tipo_esc,turno_esc,no_asiste,grado_inst,nivel_inst,alfabetism,edo_conyug,nivel_inst_desc,edo_conyug_desc,sexo_desc,parentesco_desc
16630,1,1,74,9,12,2,1,2,0,0,0,2,8,1,5,Estudios técnicos o comerciales con preparatoria terminada,Está soltera(o),Mujer,Jefe(a)
16630,1,2,95,13,4,2,6,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Mujer,Madre o padre
16630,1,3,43,7,5,1,8,2,0,0,0,2,7,1,2,Estudios técnicos o comerciales con secundaria terminada,Está separada(o),Hombre,Otro
16631,1,1,70,12,1,2,1,2,0,0,0,4,2,1,3,Primaria,Está divorciada(o),Mujer,Jefe(a)
16631,1,2,95,17,4,2,6,2,0,0,0,3,2,1,4,Primaria,Está viuda(o),Mujer,Madre o padre
16632,1,1,66,7,8,2,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
16632,1,2,46,17,3,2,3,2,0,0,0,2,11,1,5,Maestría,Está soltera(o),Mujer,Hija(o)
16633,1,1,53,26,6,1,1,2,0,0,0,3,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16633,1,2,50,6,10,2,2,2,0,0,0,3,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16633,1,3,19,21,8,1,3,2,0,0,7,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
16633,1,4,17,31,5,1,3,1,1,1,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
16634,1,1,55,3,7,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16634,1,2,55,2,12,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16634,1,3,24,25,5,2,3,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
16634,1,4,20,13,5,1,3,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
16634,1,5,16,15,10,2,3,1,2,1,0,3,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
16635,1,1,59,31,5,2,1,2,0,0,0,3,3,1,4,Secundaria,Está viuda(o),Mujer,Jefe(a)
16635,1,2,35,13,11,2,3,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Hija(o)
16635,1,3,22,28,10,1,5,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Nuera o yerno
16635,1,4,25,30,12,1,3,2,0,0,7,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
16635,1,5,22,20,1,2,3,2,0,0,7,3,3,1,2,Secundaria,Está separada(o),Mujer,Hija(o)
16635,1,6,6,6,9,2,4,1,1,2,0,3,1,2,0,Preescolar,No aplica,Mujer,Nieta(o)
16636,1,1,91,7,6,1,1,2,0,0,0,2,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16636,1,2,90,16,8,2,2,2,0,0,0,2,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16637,1,1,45,8,11,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16637,1,2,46,17,6,2,2,2,0,0,0,1,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16637,1,3,23,11,5,2,3,2,0,0,9,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
16637,1,4,17,23,1,2,3,1,1,1,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
16638,1,1,77,6,4,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16638,1,2,76,13,6,2,2,2,0,0,0,1,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16639,1,1,78,1,3,2,1,2,0,0,0,3,2,1,4,Primaria,Está viuda(o),Mujer,Jefe(a)
16639,1,2,52,8,4,1,3,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Hombre,Hija(o)
16639,1,3,49,21,6,1,3,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Hombre,Hija(o)
16640,1,1,31,2,1,1,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16640,1,2,32,1,7,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16640,1,3,8,29,12,1,3,1,1,3,0,2,2,1,0,Primaria,No aplica,Hombre,Hija(o)
16640,1,4,3,1,12,1,3,1,1,1,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
16640,1,5,1,14,10,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
16641,1,1,39,12,1,2,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
16641,1,2,52,18,7,1,2,2,0,0,0,2,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Esposa(o) compañera(o)
16641,1,3,24,12,12,2,3,2,0,0,8,3,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
16641,1,4,12,21,12,2,3,1,1,1,0,6,2,1,5,Primaria,Está soltera(o),Mujer,Hija(o)
16642,1,1,78,22,11,1,1,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Hombre,Jefe(a)
16643,1,1,55,22,5,1,1,2,0,0,0,3,3,1,5,Secundaria,Está soltera(o),Hombre,Jefe(a)
16643,1,2,35,7,6,1,8,2,0,0,0,3,3,1,5,Secundaria,Está soltera(o),Hombre,Otro
16643,1,3,37,17,3,2,8,2,0,0,0,3,3,1,5,Secundaria,Está soltera(o),Mujer,Otro
16643,1,4,40,18,10,2,8,2,0,0,0,2,2,2,5,Primaria,Está soltera(o),Mujer,Otro
16643,1,5,28,24,4,2,8,2,0,0,7,1,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Otro
16643,1,6,32,21,1,2,8,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Otro
16643,1,7,13,15,1,2,8,1,1,1,0,6,2,1,5,Primaria,Está soltera(o),Mujer,Otro
16643,1,8,13,21,8,1,8,1,1,2,0,6,2,1,5,Primaria,Está soltera(o),Hombre,Otro
16643,1,9,2,31,3,1,8,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Otro
16643,1,10,2,31,3,1,8,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Otro
16644,1,1,62,27,4,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16644,1,2,65,5,1,1,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Esposa(o) compañera(o)
16645,1,1,60,13,2,2,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
16646,1,1,64,5,10,1,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16646,1,2,61,28,3,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16646,1,3,26,1,7,1,3,2,0,0,7,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
16646,1,4,23,7,12,2,3,2,0,0,7,1,7,1,5,Estudios técnicos o comerciales con secundaria terminada,Está soltera(o),Mujer,Hija(o)
16647,1,1,56,13,11,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16647,1,2,45,3,9,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16647,1,3,19,1,8,1,3,1,1,3,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
16648,1,1,33,25,11,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16648,1,2,33,1,6,2,2,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16648,1,3,4,25,6,2,3,1,2,1,0,1,1,0,0,Preescolar,No aplica,Mujer,Hija(o)
16648,1,4,2,17,7,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
16649,1,1,58,30,7,1,1,2,0,0,0,3,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16649,1,2,59,10,3,2,2,2,0,0,0,4,9,1,6,Normal de licenciatura,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16649,1,3,22,28,11,2,3,1,1,3,0,2,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
16649,1,4,20,26,1,1,3,1,1,1,0,1,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
16650,1,1,28,21,3,1,1,2,0,0,7,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Jefe(a)
16651,1,1,49,3,12,2,1,2,0,0,0,3,3,1,5,Secundaria,Está soltera(o),Mujer,Jefe(a)
16651,1,2,73,12,1,2,6,2,0,0,0,0,0,2,4,Ninguno / No aplica,Está viuda(o),Mujer,Madre o padre
16651,1,3,20,13,9,2,3,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
16651,1,4,19,23,1,1,3,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
16652,1,1,56,18,11,1,1,2,0,0,0,3,8,1,6,Estudios técnicos o comerciales con preparatoria terminada,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16652,1,2,55,9,1,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16652,1,3,29,16,8,1,3,2,0,0,9,5,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
16653,1,1,68,8,12,2,1,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Mujer,Jefe(a)
16654,1,1,23,30,9,1,1,2,0,0,2,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
16654,1,2,25,25,6,2,2,2,0,0,2,1,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
16654,1,3,2,17,8,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
16655,1,1,69,10,3,2,1,2,0,0,0,3,7,1,4,Estudios técnicos o comerciales con secundaria terminada,Está viuda(o),Mujer,Jefe(a)
16656,1,1,82,8,1,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16656,1,2,80,10,10,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16656,1,3,63,19,12,2,3,2,0,0,0,4,9,1,5,Normal de licenciatura,Está soltera(o),Mujer,Hija(o)
16656,1,4,62,16,5,2,3,2,0,0,0,3,7,1,5,Estudios técnicos o comerciales con secundaria terminada,Está soltera(o),Mujer,Hija(o)
16657,1,1,52,21,6,1,1,2,0,0,0,2,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16657,1,2,54,23,11,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16658,1,1,55,25,12,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16658,1,2,51,29,10,2,2,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16658,1,3,76,15,10,2,6,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Mujer,Madre o padre
16658,1,4,27,13,2,2,3,2,0,0,9,5,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
16658,1,5,23,16,9,2,3,2,0,0,9,5,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
16659,1,1,62,19,10,1,1,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16659,1,2,59,23,12,2,2,2,0,0,0,1,5,1,6,Normal básica,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16659,1,3,27,24,10,1,3,2,0,0,9,3,9,1,5,Normal de licenciatura,Está soltera(o),Hombre,Hija(o)
16660,1,1,51,21,7,1,1,2,0,0,0,2,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16660,1,2,53,24,7,2,2,2,0,0,0,3,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16660,1,3,20,30,6,2,3,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
16661,1,1,29,14,4,1,1,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
16661,1,2,37,5,7,2,2,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
16662,1,1,49,8,6,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16662,1,2,44,30,4,2,2,2,0,0,0,3,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16662,1,3,21,13,9,1,3,2,0,0,1,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Hija(o)
16662,1,4,21,9,9,2,5,2,0,0,1,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Nuera o yerno
16662,1,5,5,15,8,2,4,1,1,1,0,1,1,0,0,Preescolar,No aplica,Mujer,Nieta(o)
16662,1,6,3,4,11,1,4,1,1,1,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Nieta(o)
16663,1,1,35,21,2,1,1,2,0,0,0,1,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16663,1,2,30,31,1,2,2,2,0,0,9,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16663,1,3,6,8,9,2,3,1,2,1,0,3,1,1,0,Preescolar,No aplica,Mujer,Hija(o)
16663,1,4,1,28,12,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
16664,1,1,61,10,10,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16664,1,2,66,20,8,2,2,2,0,0,0,3,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16665,1,1,56,29,6,2,1,2,0,0,0,3,6,1,3,Estudios técnicos o comerciales con primaria terminada,Está divorciada(o),Mujer,Jefe(a)
16665,1,2,29,9,7,1,3,2,0,0,4,2,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
16666,1,1,21,29,2,2,1,1,1,3,0,3,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Jefe(a)
16667,1,1,61,24,2,1,1,2,0,0,0,4,8,1,3,Estudios técnicos o comerciales con preparatoria terminada,Está divorciada(o),Hombre,Jefe(a)
16667,1,2,35,12,6,1,3,2,0,0,0,5,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
16668,1,1,48,29,7,1,1,2,0,0,0,3,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16668,1,2,48,28,9,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16668,1,3,18,17,4,2,3,1,1,1,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
16669,1,1,59,29,7,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16669,1,2,58,18,5,2,2,2,0,0,0,3,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
16669,1,3,33,11,2,1,3,2,0,0,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
16669,1,4,26,27,7,2,3,2,0,0,9,4,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
16669,1,5,2,3,7,2,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Nieta(o)
16670,1,1,53,1,5,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
16670,1,2,50,7,9,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
