folio,foliohog,id_pobla,edad,nacio_dia,nacio_mes,sexo,parentesco,asiste_esc,tipo_esc,turno_esc,no_asiste,grado_inst,nivel_inst,alfabetism,edo_conyug,nivel_inst_desc,edo_conyug_desc,sexo_desc,parentesco_desc
3518,1,3,1,10,3,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
3519,1,1,24,17,7,1,1,2,0,0,2,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3519,1,2,21,30,10,2,2,2,0,0,2,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3519,1,3,2,20,5,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
3519,1,4,1,16,12,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
3520,1,1,37,17,5,2,1,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Mujer,Jefe(a)
3520,1,2,4,20,6,2,3,1,1,1,0,1,1,0,0,Preescolar,No aplica,Mujer,Hija(o)
3520,1,3,42,31,8,2,8,2,0,0,0,0,0,2,1,Ninguno / No aplica,Vive con su pareja o en unión libre,Mujer,Otro
3520,1,4,30,7,6,1,9,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Sin parentesco
3521,1,1,62,9,2,1,1,2,0,0,0,0,0,2,6,Ninguno / No aplica,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3521,1,2,58,7,7,2,2,2,0,0,0,0,0,2,6,Ninguno / No aplica,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3521,1,3,22,25,9,1,3,2,0,0,8,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3522,1,1,60,9,5,1,1,2,0,0,0,1,2,1,1,Primaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
3522,1,2,43,4,4,2,2,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
3522,1,3,21,25,9,1,3,2,0,0,8,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3522,1,4,17,25,2,2,3,2,0,0,8,3,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
3522,1,5,19,18,11,1,4,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Nieta(o)
3522,1,6,9,18,10,1,3,1,1,3,0,3,2,1,0,Primaria,No aplica,Hombre,Hija(o)
3523,1,1,46,25,5,1,1,2,0,0,0,6,2,2,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3523,1,2,44,2,10,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3523,1,3,20,25,9,1,3,2,0,0,7,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3523,1,4,16,31,10,2,3,1,1,1,0,3,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
3523,1,5,9,6,11,1,3,2,0,0,11,2,2,2,0,Primaria,No aplica,Hombre,Hija(o)
3524,1,1,53,3,2,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3524,1,2,61,25,9,2,2,2,0,0,0,0,0,2,6,Ninguno / No aplica,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3524,1,3,21,26,9,1,3,1,1,1,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
3524,1,4,18,21,5,2,3,1,1,1,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
3525,1,1,52,29,6,2,1,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Mujer,Jefe(a)
3525,1,2,19,4,4,2,3,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
3526,1,1,55,21,5,2,1,2,0,0,0,6,2,1,1,Primaria,Vive con su pareja o en unión libre,Mujer,Jefe(a)
3526,1,2,56,3,5,1,2,2,0,0,0,0,0,2,1,Ninguno / No aplica,Vive con su pareja o en unión libre,Hombre,Esposa(o) compañera(o)
3526,1,3,5,28,4,1,4,1,1,1,0,2,1,0,0,Preescolar,No aplica,Hombre,Nieta(o)
3527,1,1,40,20,3,1,1,2,0,0,0,1,2,2,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3527,1,2,38,10,2,2,2,2,0,0,0,0,0,2,6,Ninguno / No aplica,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3527,1,3,18,24,12,1,3,1,1,1,0,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3527,1,4,14,4,11,2,3,1,1,1,0,1,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
3527,1,5,12,15,7,2,3,1,1,1,0,6,2,1,5,Primaria,Está soltera(o),Mujer,Hija(o)
3527,1,6,11,28,3,2,3,1,1,1,0,5,2,1,0,Primaria,No aplica,Mujer,Hija(o)
3527,1,7,2,17,1,1,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Nieta(o)
3528,1,1,38,1,1,1,1,2,0,0,0,0,0,2,6,Ninguno / No aplica,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3528,1,2,34,30,5,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3528,1,3,17,8,2,1,3,1,1,1,0,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3529,1,1,43,19,9,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3529,1,2,36,6,4,2,2,2,0,0,0,4,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3529,1,3,16,26,8,1,3,2,0,0,8,1,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3529,1,4,11,12,1,1,3,1,1,3,0,4,2,1,0,Primaria,No aplica,Hombre,Hija(o)
3529,1,5,8,19,6,2,3,1,1,3,0,2,2,1,0,Primaria,No aplica,Mujer,Hija(o)
3530,1,1,47,7,4,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3530,1,2,37,3,5,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3530,1,3,22,8,6,1,3,2,0,0,8,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3530,1,4,12,30,9,1,3,1,1,3,0,1,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3531,1,1,52,19,4,1,1,2,0,0,0,3,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3531,1,2,42,29,12,2,2,2,0,0,0,0,0,2,6,Ninguno / No aplica,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3531,1,3,29,6,11,1,3,2,0,0,8,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3531,1,4,20,22,8,1,3,2,0,0,7,1,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
3532,1,1,59,26,5,2,1,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Mujer,Jefe(a)
3532,1,2,43,7,11,1,3,2,0,0,0,6,2,1,5,Primaria,Está soltera(o),Hombre,Hija(o)
3532,1,3,18,19,7,1,3,2,0,0,7,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3533,1,1,37,28,11,1,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3533,1,2,32,9,7,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3533,1,3,0,13,10,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
3534,1,1,36,22,11,2,1,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Mujer,Jefe(a)
3534,1,2,16,30,4,1,3,1,1,1,0,1,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
3534,1,3,13,30,11,2,3,1,1,1,0,1,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
3534,1,4,10,30,1,2,3,1,1,1,0,3,2,1,0,Primaria,No aplica,Mujer,Hija(o)
3534,1,5,5,14,7,2,3,1,1,1,0,2,1,0,0,Preescolar,No aplica,Mujer,Hija(o)
3535,1,1,49,3,11,1,1,2,0,0,0,6,2,1,1,Primaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
3535,1,2,34,17,4,2,2,2,0,0,0,1,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
3535,1,3,17,12,11,2,3,1,1,2,0,3,2,1,5,Primaria,Está soltera(o),Mujer,Hija(o)
3535,1,4,15,5,4,2,3,1,1,1,0,2,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
3536,1,1,43,13,8,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3536,1,2,42,10,2,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3536,1,3,15,28,11,2,3,2,0,0,8,3,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
3536,1,4,13,28,10,2,3,1,1,3,0,1,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
3536,1,5,9,22,1,2,3,1,1,3,0,2,2,1,0,Primaria,No aplica,Mujer,Hija(o)
3537,1,1,57,8,5,1,1,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3537,1,2,55,26,1,2,2,2,0,0,0,3,8,1,6,Estudios técnicos o comerciales con preparatoria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3538,1,1,71,5,6,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3538,1,2,66,4,3,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3539,1,1,52,16,4,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3539,1,2,51,28,4,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3539,1,3,27,30,11,2,3,2,0,0,9,5,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
3539,1,4,25,30,7,1,3,2,0,0,9,5,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
3539,1,5,17,17,3,1,3,1,1,2,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
3540,1,1,60,9,1,1,1,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3540,1,2,45,24,7,2,2,2,0,0,0,2,8,1,6,Estudios técnicos o comerciales con preparatoria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3540,1,3,8,9,1,1,4,1,1,1,0,1,2,1,0,Primaria,No aplica,Hombre,Nieta(o)
3540,1,4,7,2,1,1,4,1,1,1,0,3,1,1,0,Preescolar,No aplica,Hombre,Nieta(o)
3540,1,5,5,30,10,2,4,1,1,1,0,2,1,0,0,Preescolar,No aplica,Mujer,Nieta(o)
3541,1,1,52,3,5,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3541,1,2,50,3,11,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3542,1,1,54,30,7,1,1,2,0,0,0,3,3,1,4,Secundaria,Está viuda(o),Hombre,Jefe(a)
3542,1,2,32,9,4,2,3,2,0,0,0,4,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
3542,1,3,2,14,11,1,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Nieta(o)
3543,1,1,51,16,9,2,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
3543,1,2,50,10,10,1,2,2,0,0,0,0,0,2,6,Ninguno / No aplica,Está casada(o) civil y/o religiosamente,Hombre,Esposa(o) compañera(o)
3543,1,3,32,20,2,1,3,2,0,0,0,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3543,1,4,22,17,11,2,3,2,0,0,8,6,2,1,2,Primaria,Está separada(o),Mujer,Hija(o)
3544,1,1,25,5,12,2,1,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Jefe(a)
3544,1,2,28,20,4,1,2,2,0,0,8,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Esposa(o) compañera(o)
3544,1,3,9,15,4,2,3,1,1,1,0,2,2,1,0,Primaria,No aplica,Mujer,Hija(o)
3544,1,4,5,20,9,1,3,1,1,1,0,2,1,0,0,Preescolar,No aplica,Hombre,Hija(o)
3545,1,1,55,20,3,2,1,2,0,0,0,6,2,1,1,Primaria,Vive con su pareja o en unión libre,Mujer,Jefe(a)
3545,1,2,49,28,3,1,2,2,0,0,0,2,2,2,1,Primaria,Vive con su pareja o en unión libre,Hombre,Esposa(o) compañera(o)
3545,1,3,32,10,5,1,3,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Hija(o)
3545,1,4,21,10,5,2,5,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Nuera o yerno
3545,1,5,3,18,11,1,4,1,2,1,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Nieta(o)
3545,1,6,4,10,5,1,4,1,1,2,0,1,1,0,0,Preescolar,No aplica,Hombre,Nieta(o)
3546,1,1,47,25,4,1,1,2,0,0,0,5,2,1,1,Primaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
3546,1,2,48,7,3,2,2,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
3546,1,3,27,29,3,1,3,2,0,0,8,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Hija(o)
3546,1,4,24,1,3,2,5,2,0,0,8,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Nuera o yerno
3546,1,5,20,11,6,1,3,2,0,0,8,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Hija(o)
3546,1,6,20,1,6,2,5,2,0,0,1,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Nuera o yerno
3546,1,7,15,2,3,2,3,1,1,2,0,2,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
3546,1,8,6,18,3,2,4,1,1,2,0,3,1,1,0,Preescolar,No aplica,Mujer,Nieta(o)
3546,1,9,1,10,1,1,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Nieta(o)
3547,1,1,59,29,8,2,1,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Mujer,Jefe(a)
3547,1,2,23,19,9,2,3,2,0,0,8,3,3,1,2,Secundaria,Está separada(o),Mujer,Hija(o)
3547,1,3,5,27,2,1,4,1,1,1,0,1,1,0,0,Preescolar,No aplica,Hombre,Nieta(o)
3548,1,1,37,15,8,1,1,2,0,0,0,2,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Hombre,Jefe(a)
3548,1,2,46,17,10,2,2,2,0,0,0,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
3549,1,1,39,26,2,1,1,2,0,0,0,2,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3549,1,2,39,20,2,2,2,2,0,0,0,2,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3549,1,3,12,12,9,2,3,1,1,1,0,6,2,1,5,Primaria,Está soltera(o),Mujer,Hija(o)
3549,1,4,3,30,3,2,3,1,1,1,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
3550,1,1,22,14,7,1,1,2,0,0,1,3,3,1,2,Secundaria,Está separada(o),Hombre,Jefe(a)
3551,1,1,20,17,3,1,1,2,0,0,8,3,3,1,5,Secundaria,Está soltera(o),Hombre,Jefe(a)
3552,1,1,52,2,3,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3552,1,2,44,20,11,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3552,1,3,24,20,6,1,3,2,0,0,8,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Hija(o)
3552,1,4,17,18,1,2,3,1,1,2,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
3552,1,5,24,3,1,2,5,2,0,0,7,3,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Nuera o yerno
3552,1,6,0,16,4,2,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Nieta(o)
3553,1,1,32,13,4,2,1,2,0,0,0,3,4,1,3,Preparatoria o bachillerato,Está divorciada(o),Mujer,Jefe(a)
3553,1,2,8,22,5,2,3,1,1,1,0,2,2,1,0,Primaria,No aplica,Mujer,Hija(o)
3553,1,3,5,3,1,1,3,1,1,1,0,1,1,0,0,Preescolar,No aplica,Hombre,Hija(o)
3553,1,4,5,3,1,1,3,1,1,1,0,1,1,0,0,Preescolar,No aplica,Hombre,Hija(o)
3554,1,1,52,10,8,1,1,2,0,0,0,6,2,1,1,Primaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
3554,1,2,52,20,4,2,2,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
3554,1,3,6,16,10,1,4,1,1,1,0,2,1,1,0,Preescolar,No aplica,Hombre,Nieta(o)
3555,1,1,58,1,1,1,1,2,0,0,0,3,5,1,6,Normal básica,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3555,1,2,51,31,3,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3555,1,3,18,4,8,1,3,1,1,1,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
3555,1,4,24,6,3,1,3,2,0,0,8,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
3555,1,5,65,24,3,2,7,2,0,0,0,3,2,1,2,Primaria,Está separada(o),Mujer,Suegra(o)
3556,1,1,39,15,7,2,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
3556,1,2,35,24,9,1,2,2,0,0,0,1,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Esposa(o) compañera(o)
3556,1,3,12,18,4,1,3,1,1,1,0,5,2,1,5,Primaria,Está soltera(o),Hombre,Hija(o)
3556,1,4,8,13,10,1,3,1,1,1,0,2,2,1,0,Primaria,No aplica,Hombre,Hija(o)
3556,1,5,7,16,5,1,3,1,1,1,0,2,1,1,0,Preescolar,No aplica,Hombre,Hija(o)
3557,1,1,29,4,12,1,1,2,0,0,7,2,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3557,1,2,28,1,8,2,2,2,0,0,8,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3557,1,3,2,27,5,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
3558,1,1,41,25,7,2,1,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Mujer,Jefe(a)
3558,1,2,16,2,2,2,3,1,1,2,0,1,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
3558,1,3,13,2,5,2,3,1,1,2,0,6,2,1,5,Primaria,Está soltera(o),Mujer,Hija(o)
3558,1,4,12,31,8,1,3,1,1,2,0,5,2,1,5,Primaria,Está soltera(o),Hombre,Hija(o)
3559,1,1,28,28,2,1,1,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
3559,1,2,27,30,9,2,2,1,1,2,0,4,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
3559,1,3,1,25,8,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
3560,1,1,49,8,9,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3560,1,2,52,16,6,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3560,1,3,14,15,4,2,3,1,1,1,0,6,2,1,5,Primaria,Está soltera(o),Mujer,Hija(o)
3560,1,4,9,8,3,1,3,1,1,1,0,2,2,1,0,Primaria,No aplica,Hombre,Hija(o)
3561,1,1,53,13,5,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3561,1,2,53,16,12,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3561,1,3,25,17,11,2,3,2,0,0,9,5,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
3561,1,4,29,23,8,1,3,2,0,0,9,3,8,1,2,Estudios técnicos o comerciales con preparatoria terminada,Está separada(o),Hombre,Hija(o)
3561,1,5,23,28,1,2,3,2,0,0,9,3,8,1,5,Estudios técnicos o comerciales con preparatoria terminada,Está soltera(o),Mujer,Hija(o)
3561,1,6,22,8,4,1,3,1,1,1,0,2,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
3562,1,1,59,20,7,2,1,2,0,0,0,3,7,1,5,Estudios técnicos o comerciales con secundaria terminada,Está soltera(o),Mujer,Jefe(a)
3562,1,2,54,19,12,2,8,2,0,0,0,2,11,1,6,Maestría,Está casada(o) civil y/o religiosamente,Mujer,Otro
3562,1,3,59,13,10,1,8,2,0,0,0,2,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Otro
3563,1,1,57,14,12,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3563,1,2,58,14,2,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3563,1,3,32,24,7,1,3,2,0,0,0,4,10,1,2,Licenciatura o profesional,Está separada(o),Hombre,Hija(o)
3563,1,4,4,3,3,2,4,1,1,1,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Nieta(o)
3564,1,1,51,1,8,2,1,2,0,0,0,3,7,1,2,Estudios técnicos o comerciales con secundaria terminada,Está separada(o),Mujer,Jefe(a)
3564,1,2,18,6,2,1,3,1,1,2,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
3565,1,1,33,28,7,1,1,2,0,0,0,3,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Hombre,Jefe(a)
3565,1,2,37,15,4,2,2,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
3565,1,3,18,19,8,2,3,1,2,1,0,1,8,1,5,Estudios técnicos o comerciales con preparatoria terminada,Está soltera(o),Mujer,Hija(o)
3565,1,4,11,3,3,1,3,1,1,1,0,4,2,1,0,Primaria,No aplica,Hombre,Hija(o)
3566,1,1,43,3,7,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3566,1,2,48,3,11,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3566,1,3,25,23,7,1,3,2,0,0,8,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Hija(o)
3566,1,4,19,9,10,2,3,1,1,1,0,2,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
3566,1,5,18,13,10,1,3,1,1,1,0,2,4,2,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
3566,1,6,29,15,12,2,5,2,0,0,8,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Nuera o yerno
3567,1,1,42,31,10,2,1,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Mujer,Jefe(a)
3567,1,2,22,22,12,2,3,1,1,2,0,3,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
3567,1,3,19,16,10,2,3,1,1,2,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
3568,1,1,36,27,9,1,1,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3568,1,2,37,26,4,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3568,1,3,10,3,12,2,3,1,1,1,0,4,2,1,0,Primaria,No aplica,Mujer,Hija(o)
3568,1,4,5,3,12,2,3,1,1,1,0,2,1,0,0,Preescolar,No aplica,Mujer,Hija(o)
3569,1,1,29,19,2,1,1,2,0,0,2,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3569,1,2,29,10,2,2,2,2,0,0,7,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3569,1,3,4,3,3,1,3,1,1,2,0,1,1,0,0,Preescolar,No aplica,Hombre,Hija(o)
3569,1,4,3,16,12,1,3,2,0,0,7,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
3570,1,1,47,10,6,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3570,1,2,43,30,5,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3570,1,3,25,31,8,2,3,2,0,0,1,1,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
3570,1,4,5,15,11,1,4,1,1,1,0,1,1,0,0,Preescolar,No aplica,Hombre,Nieta(o)
3570,1,5,19,30,3,1,3,1,1,2,0,1,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
3570,1,6,17,18,11,2,3,1,1,1,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
3570,1,7,3,6,8,1,4,1,1,1,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Nieta(o)
3571,1,1,56,30,5,1,1,2,0,0,0,2,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
