folio,foliohog,id_cagua,cagua_tipo,cagua_capa,cagua_adqu,cagua_anio,cagua_mant,cagua_tipo_desc,cagua_adqu_desc,cagua_mant_desc,cagua_capa_desc
3784,1,1,1,1,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3785,1,1,3,0,1,1,2,De gas instantáneo de paso,Nuevo,Cada año,
3787,1,1,1,1,1,20,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3790,1,1,1,1,1,99,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3793,1,1,2,0,1,2,2,De gas de rápida recuperación,Nuevo,Cada año,
3794,1,1,1,1,1,14,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3795,1,1,1,1,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3796,1,1,1,2,1,15,3,De gas con deposito,Nuevo,Cada 2 años,De 50 a 60 litros (hasta 3 personas)
3797,1,1,3,0,1,2,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3800,1,1,1,3,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
3801,1,1,1,3,1,15,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
3802,1,1,1,4,1,8,3,De gas con deposito,Nuevo,Cada 2 años,De 90 a 110 litros (hasta 6 personas)
3803,1,1,2,0,1,3,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
3804,1,1,1,1,1,3,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3805,1,1,1,1,1,6,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3806,1,1,3,0,1,4,2,De gas instantáneo de paso,Nuevo,Cada año,
3807,1,1,3,0,1,3,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3808,1,1,1,3,1,30,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
3809,1,1,1,2,1,10,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
3810,1,1,1,4,1,5,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
3811,1,1,1,3,1,20,3,De gas con deposito,Nuevo,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
3813,1,1,1,1,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3814,1,1,1,9,1,10,2,De gas con deposito,Nuevo,Cada año,No sabe
3816,1,1,1,1,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3817,1,1,1,1,2,20,2,De gas con deposito,Usado,Cada año,De 38 a 40 litros (hasta 2 personas)
3820,1,1,1,9,1,1,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
3824,1,1,2,0,1,1,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
3825,1,1,1,1,1,5,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3826,1,1,1,3,1,10,3,De gas con deposito,Nuevo,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
3827,1,1,1,1,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3829,1,1,1,3,1,2,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
3834,1,1,2,0,1,22,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
3835,1,1,3,0,1,1,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3836,1,1,1,2,1,10,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
3836,1,2,1,1,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3837,1,1,1,9,1,10,2,De gas con deposito,Nuevo,Cada año,No sabe
3838,1,1,1,3,1,2,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
3839,1,1,1,1,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3841,1,1,1,4,2,1,4,De gas con deposito,Usado,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
3843,1,1,2,0,1,3,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
3844,1,1,1,3,1,6,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
3845,1,1,1,2,2,15,1,De gas con deposito,Usado,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
3849,1,1,1,1,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3850,1,1,1,1,1,1,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3852,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
3855,1,1,3,0,1,1,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3856,1,1,1,1,1,13,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3857,1,1,1,2,1,5,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
3859,1,1,1,1,1,11,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3862,1,2,7,9,2,2,2,Solar,Usado,Cada año,No sabe
3862,1,1,2,0,2,1,2,De gas de rápida recuperación,Usado,Cada año,
3863,1,1,2,0,1,10,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
3864,1,1,1,1,2,10,2,De gas con deposito,Usado,Cada año,De 38 a 40 litros (hasta 2 personas)
3865,1,1,1,1,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3868,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3870,1,1,1,1,1,13,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3874,1,1,1,1,1,14,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3875,1,1,4,0,1,1,1,Eléctrico instantáneo de paso,Nuevo,Cada 6 meses,
3876,1,1,1,1,1,17,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3878,1,1,1,1,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3879,1,1,1,1,2,3,1,De gas con deposito,Usado,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3880,1,1,1,1,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3881,1,1,3,0,1,4,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3882,1,1,1,1,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3893,1,1,1,3,1,10,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
3894,1,1,1,2,1,3,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
3896,1,1,1,2,1,8,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
3897,1,1,1,1,1,9,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3898,1,1,1,1,1,12,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3900,1,1,1,1,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3901,1,1,1,1,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3902,1,1,1,1,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3904,1,1,1,2,1,7,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
3905,1,1,1,1,1,10,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3907,1,1,1,1,1,6,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3908,1,1,3,0,1,2,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3909,1,1,1,1,2,99,1,De gas con deposito,Usado,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3910,1,1,2,0,1,8,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
3911,1,1,1,1,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3912,1,1,1,1,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3913,1,1,1,9,2,1,4,De gas con deposito,Usado,No le da mantenimiento,No sabe
3915,1,1,1,1,1,5,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3915,1,2,1,1,1,10,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3916,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3917,1,1,1,1,1,15,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3918,1,1,1,1,1,8,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3919,1,1,3,0,1,4,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3920,1,1,1,1,1,5,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3921,1,1,1,1,1,5,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3922,1,1,5,3,1,7,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
3922,1,2,7,3,1,5,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
3923,1,1,1,1,1,18,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3924,1,1,1,9,2,1,4,De gas con deposito,Usado,No le da mantenimiento,No sabe
3925,1,1,3,0,1,3,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3926,1,1,1,2,1,2,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
3927,1,1,1,2,2,3,4,De gas con deposito,Usado,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
3929,1,1,1,9,1,25,2,De gas con deposito,Nuevo,Cada año,No sabe
3930,1,1,1,9,2,99,4,De gas con deposito,Usado,No le da mantenimiento,No sabe
3931,1,1,1,1,1,7,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3933,1,1,1,1,2,5,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3934,1,1,1,1,1,8,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3935,1,1,1,1,1,8,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3937,1,1,1,1,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3938,1,1,1,1,1,5,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3939,1,1,1,1,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3940,1,1,1,2,1,3,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
3941,1,1,1,2,2,8,4,De gas con deposito,Usado,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
3942,1,1,3,0,1,7,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3943,1,1,1,1,1,15,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3944,1,1,1,3,1,11,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
3945,1,1,6,1,2,8,4,De leña,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3946,1,1,1,3,1,10,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
3947,1,1,1,1,1,12,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3948,1,1,1,1,1,15,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3949,1,1,4,0,1,1,4,Eléctrico instantáneo de paso,Nuevo,No le da mantenimiento,
3950,1,1,3,0,2,99,4,De gas instantáneo de paso,Usado,No le da mantenimiento,
3953,1,1,1,1,1,10,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3955,1,1,6,1,1,2,4,De leña,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3960,1,1,1,1,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3963,1,1,4,0,2,1,4,Eléctrico instantáneo de paso,Usado,No le da mantenimiento,
3964,1,1,1,3,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
3967,1,1,1,1,1,3,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3968,1,1,1,1,1,15,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3969,1,1,1,1,1,20,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3970,1,1,1,1,1,2,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3971,1,1,1,1,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3974,1,1,1,1,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3975,1,1,1,1,1,6,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3977,1,1,6,1,1,3,1,De leña,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3979,1,1,1,9,1,7,2,De gas con deposito,Nuevo,Cada año,No sabe
3983,1,1,3,0,1,2,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3984,1,1,3,0,1,2,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3985,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3988,1,1,1,1,1,12,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3990,1,1,1,3,1,6,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
3991,1,1,3,0,1,1,2,De gas instantáneo de paso,Nuevo,Cada año,
3992,1,1,1,2,1,99,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
3993,1,1,1,2,1,10,3,De gas con deposito,Nuevo,Cada 2 años,De 50 a 60 litros (hasta 3 personas)
3994,1,1,1,1,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3996,1,1,1,1,1,20,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3997,1,1,1,3,1,6,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
3998,1,1,1,1,1,24,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
4001,1,1,1,1,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4002,1,1,1,1,1,23,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
4003,1,1,1,2,2,1,2,De gas con deposito,Usado,Cada año,De 50 a 60 litros (hasta 3 personas)
4004,1,1,1,3,1,6,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
4005,1,1,1,3,1,2,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
4006,1,1,2,0,1,7,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
4007,1,1,1,9,1,11,2,De gas con deposito,Nuevo,Cada año,No sabe
4010,1,1,6,9,2,10,4,De leña,Usado,No le da mantenimiento,No sabe
4011,1,1,1,9,1,5,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
4014,1,1,1,1,1,7,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
4017,1,1,1,1,1,9,3,De gas con deposito,Nuevo,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
4018,1,1,1,1,1,7,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4019,1,1,1,3,1,10,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
4020,1,1,2,0,1,99,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
4021,1,1,1,9,1,10,2,De gas con deposito,Nuevo,Cada año,No sabe
4028,1,1,1,1,1,18,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
4031,1,1,3,0,2,1,2,De gas instantáneo de paso,Usado,Cada año,
4032,1,1,3,0,1,2,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
4036,1,1,1,1,1,6,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
4037,1,1,1,1,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4038,1,1,6,1,1,10,4,De leña,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4041,1,1,1,2,1,15,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
4042,1,1,3,0,1,5,2,De gas instantáneo de paso,Nuevo,Cada año,
4043,1,1,1,9,1,5,2,De gas con deposito,Nuevo,Cada año,No sabe
4044,1,1,1,3,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
4045,1,1,6,1,2,1,4,De leña,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4050,1,2,1,3,1,6,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
4050,1,1,1,3,1,7,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
4051,1,1,2,0,1,2,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
4051,1,2,3,0,1,2,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
4052,1,1,1,2,1,9,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
4053,1,1,1,1,1,7,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4053,1,2,1,1,1,7,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4054,1,1,5,3,2,1,2,Eléctrico con depósito,Usado,Cada año,De 70 a 80 litros (hasta 4 personas)
4055,1,1,1,1,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4056,1,1,1,3,2,8,4,De gas con deposito,Usado,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
4057,1,1,1,3,2,2,4,De gas con deposito,Usado,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
4058,1,1,1,1,1,6,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4059,1,1,1,1,1,9,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
4061,1,1,1,1,1,6,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4062,1,1,1,9,1,13,3,De gas con deposito,Nuevo,Cada 2 años,No sabe
4063,1,1,1,1,1,8,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
4064,1,1,1,1,1,12,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
4067,1,1,1,1,1,8,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4068,1,1,1,2,2,9,1,De gas con deposito,Usado,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
4069,1,1,1,1,1,8,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
4070,1,1,1,9,2,4,4,De gas con deposito,Usado,No le da mantenimiento,No sabe
4073,1,1,1,1,2,20,2,De gas con deposito,Usado,Cada año,De 38 a 40 litros (hasta 2 personas)
4075,1,1,2,0,2,5,4,De gas de rápida recuperación,Usado,No le da mantenimiento,
4076,1,1,1,2,1,8,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
4077,1,1,1,1,1,3,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
4079,1,1,1,2,1,13,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
4080,1,1,1,2,1,12,3,De gas con deposito,Nuevo,Cada 2 años,De 50 a 60 litros (hasta 3 personas)
4091,1,1,3,0,1,2,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
4096,1,1,2,0,1,5,2,De gas de rápida recuperación,Nuevo,Cada año,
4105,1,1,5,1,1,2,2,Eléctrico con depósito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
4106,1,1,1,1,1,9,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
4107,1,1,1,3,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
4112,1,1,1,1,2,8,2,De gas con deposito,Usado,Cada año,De 38 a 40 litros (hasta 2 personas)
4113,1,1,3,0,1,1,2,De gas instantáneo de paso,Nuevo,Cada año,
4116,1,1,6,4,2,1,1,De leña,Usado,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
4124,1,1,1,3,1,17,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
4128,1,1,1,2,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
4131,1,1,2,0,2,6,4,De gas de rápida recuperación,Usado,No le da mantenimiento,
4132,1,1,3,0,1,2,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
4133,1,1,3,0,1,3,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
4136,1,1,6,9,1,2,4,De leña,Nuevo,No le da mantenimiento,No sabe
4137,1,1,1,9,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
4138,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
4140,1,1,1,9,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
4142,1,1,6,1,1,2,4,De leña,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4154,1,1,5,1,1,2,1,Eléctrico con depósito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
4160,1,1,1,3,1,18,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
4161,1,1,1,1,1,2,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
4162,1,1,1,3,1,10,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
4169,1,1,3,0,1,1,2,De gas instantáneo de paso,Nuevo,Cada año,
4171,1,1,6,1,2,15,4,De leña,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4174,1,1,3,0,1,1,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
4181,1,1,1,1,1,5,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
4182,1,1,1,1,1,14,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4183,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
4184,1,1,1,2,1,10,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
4189,1,1,1,2,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
4190,1,1,1,9,2,10,4,De gas con deposito,Usado,No le da mantenimiento,No sabe
4192,1,1,2,0,1,7,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
4194,1,1,3,0,1,90,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
4196,1,1,1,3,1,7,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
4198,1,1,1,1,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
4200,1,1,1,1,2,10,3,De gas con deposito,Usado,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
4200,1,2,4,0,1,3,4,Eléctrico instantáneo de paso,Nuevo,No le da mantenimiento,
4203,1,1,1,1,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
4204,1,1,1,9,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
4210,1,1,1,9,2,4,4,De gas con deposito,Usado,No le da mantenimiento,No sabe
4214,1,1,1,2,1,1,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
4215,1,1,1,1,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4216,1,1,1,1,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4217,1,1,2,0,1,2,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
4220,1,1,1,1,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4221,1,1,3,0,1,3,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
4222,1,1,3,0,1,2,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
4224,1,1,2,0,1,5,2,De gas de rápida recuperación,Nuevo,Cada año,
4226,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
4227,1,1,1,9,1,1,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
4230,1,1,1,1,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
4233,1,1,1,1,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
4235,1,1,1,1,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
4236,1,1,3,0,1,2,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
4237,1,1,2,0,1,4,2,De gas de rápida recuperación,Nuevo,Cada año,
4238,1,1,1,3,1,10,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
4241,1,1,1,5,1,8,4,De gas con deposito,Nuevo,No le da mantenimiento,De 120 a 140 litros (hasta 7 personas)
