folio,foliohog,id_cagua,cagua_tipo,cagua_capa,cagua_adqu,cagua_anio,cagua_mant,cagua_tipo_desc,cagua_adqu_desc,cagua_mant_desc,cagua_capa_desc
14420,1,1,1,2,1,5,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
14423,1,1,1,1,2,15,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14424,1,1,1,2,1,20,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
14425,1,1,1,3,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14426,1,1,3,0,1,3,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
14430,1,1,1,3,2,99,1,De gas con deposito,Usado,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
14431,1,1,1,2,1,20,3,De gas con deposito,Nuevo,Cada 2 años,De 50 a 60 litros (hasta 3 personas)
14432,1,1,1,4,1,8,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
14433,1,1,3,0,1,15,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
14434,1,1,1,1,1,4,3,De gas con deposito,Nuevo,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
14435,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
14436,1,1,3,0,1,3,2,De gas instantáneo de paso,Nuevo,Cada año,
14438,1,1,1,9,1,20,3,De gas con deposito,Nuevo,Cada 2 años,No sabe
14439,1,2,3,0,1,3,3,De gas instantáneo de paso,Nuevo,Cada 2 años,
14439,1,1,3,0,1,12,3,De gas instantáneo de paso,Nuevo,Cada 2 años,
14439,1,3,3,0,1,3,3,De gas instantáneo de paso,Nuevo,Cada 2 años,
14440,1,1,1,1,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14441,1,1,3,0,1,12,3,De gas instantáneo de paso,Nuevo,Cada 2 años,
14442,1,2,2,0,1,20,2,De gas de rápida recuperación,Nuevo,Cada año,
14442,1,1,3,0,1,9,2,De gas instantáneo de paso,Nuevo,Cada año,
14444,1,1,1,3,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
14445,1,1,1,1,1,5,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
14448,1,1,1,3,1,10,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
14449,1,1,1,1,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14450,1,1,4,0,1,3,4,Eléctrico instantáneo de paso,Nuevo,No le da mantenimiento,
14453,1,1,1,3,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
14455,1,1,1,3,1,6,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
14457,1,1,1,3,2,99,2,De gas con deposito,Usado,Cada año,De 70 a 80 litros (hasta 4 personas)
14458,1,1,3,0,1,2,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
14459,1,1,1,4,1,38,3,De gas con deposito,Nuevo,Cada 2 años,De 90 a 110 litros (hasta 6 personas)
14461,1,1,3,0,1,6,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
14462,1,1,1,3,1,99,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14475,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
14478,1,1,1,1,1,5,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14479,1,1,1,1,2,99,1,De gas con deposito,Usado,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
14481,1,1,1,1,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14484,1,1,2,0,1,1,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
14487,1,2,7,1,1,1,4,Solar,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14487,1,1,3,0,1,4,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
14490,1,1,3,0,1,4,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
14491,1,1,3,0,1,4,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
14498,1,1,7,6,1,15,4,Solar,Nuevo,No le da mantenimiento,Más de 140 litros (más de 7 personas)
14499,1,1,1,4,1,7,1,De gas con deposito,Nuevo,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
14500,1,1,4,0,1,15,2,Eléctrico instantáneo de paso,Nuevo,Cada año,
14505,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14507,1,1,1,3,1,10,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
14508,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
14509,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
14512,1,1,2,0,2,12,4,De gas de rápida recuperación,Usado,No le da mantenimiento,
14514,1,1,1,3,1,13,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14515,1,1,1,3,1,14,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
14517,1,1,1,9,2,99,4,De gas con deposito,Usado,No le da mantenimiento,No sabe
14518,1,1,5,3,1,12,1,Eléctrico con depósito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
14519,1,1,2,0,1,8,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14520,1,1,1,3,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
14522,1,1,1,3,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14523,1,1,1,3,2,99,2,De gas con deposito,Usado,Cada año,De 70 a 80 litros (hasta 4 personas)
14524,1,1,3,0,1,2,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
14525,1,1,1,3,2,99,3,De gas con deposito,Usado,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
14526,1,1,1,1,1,6,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14527,1,1,3,0,2,1,4,De gas instantáneo de paso,Usado,No le da mantenimiento,
14529,1,1,2,0,1,3,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14530,1,1,3,0,2,2,4,De gas instantáneo de paso,Usado,No le da mantenimiento,
14531,1,1,1,3,1,15,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
14536,1,1,2,0,1,99,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14540,1,1,1,1,1,6,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14545,1,1,1,1,1,5,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14546,1,1,1,9,1,25,2,De gas con deposito,Nuevo,Cada año,No sabe
14548,1,1,1,3,1,26,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14551,1,1,2,0,1,6,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14552,1,1,1,4,1,15,4,De gas con deposito,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
14553,1,1,1,4,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
14554,1,1,1,3,1,99,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14555,1,1,1,2,1,15,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
14556,1,1,1,9,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
14557,1,1,1,9,1,99,2,De gas con deposito,Nuevo,Cada año,No sabe
14558,1,1,1,9,2,99,4,De gas con deposito,Usado,No le da mantenimiento,No sabe
14559,1,1,1,9,1,10,2,De gas con deposito,Nuevo,Cada año,No sabe
14564,1,1,1,2,1,13,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
14571,1,1,3,0,1,10,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
14575,1,1,7,6,1,99,4,Solar,Nuevo,No le da mantenimiento,Más de 140 litros (más de 7 personas)
14576,1,1,1,2,1,16,3,De gas con deposito,Nuevo,Cada 2 años,De 50 a 60 litros (hasta 3 personas)
14577,1,1,2,0,1,4,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
14578,1,1,1,1,1,5,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
14580,1,1,1,1,1,10,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
14581,1,1,1,1,1,2,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
14582,1,1,2,0,1,10,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14583,1,1,1,9,1,5,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
14584,1,1,2,0,1,4,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14585,1,1,2,0,2,99,1,De gas de rápida recuperación,Usado,Cada 6 meses,
14586,1,1,2,0,1,10,2,De gas de rápida recuperación,Nuevo,Cada año,
14588,1,1,2,0,1,1,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
14595,1,1,1,2,1,10,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
14597,1,1,1,3,1,1,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
14601,1,1,2,0,1,8,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14607,1,1,3,0,1,1,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
14618,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14622,1,1,1,3,1,8,3,De gas con deposito,Nuevo,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
14626,1,1,5,3,1,5,3,Eléctrico con depósito,Nuevo,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
14628,1,1,1,2,1,6,3,De gas con deposito,Nuevo,Cada 2 años,De 50 a 60 litros (hasta 3 personas)
14630,1,1,7,4,1,3,2,Solar,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
14631,1,1,7,4,1,5,2,Solar,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
14636,1,1,1,3,1,1,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
14637,1,1,3,0,1,4,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
14638,1,1,1,1,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14640,1,1,4,0,1,1,4,Eléctrico instantáneo de paso,Nuevo,No le da mantenimiento,
14641,1,1,1,3,1,3,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
14648,1,1,3,0,1,3,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
14660,1,1,2,0,1,8,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
14665,1,1,1,9,1,6,2,De gas con deposito,Nuevo,Cada año,No sabe
14670,1,1,2,0,1,7,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
14673,1,1,1,9,1,8,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
14674,1,1,1,1,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14675,1,1,1,1,1,5,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
14678,1,1,4,0,1,6,4,Eléctrico instantáneo de paso,Nuevo,No le da mantenimiento,
14685,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
14687,1,1,1,9,1,23,3,De gas con deposito,Nuevo,Cada 2 años,No sabe
14688,1,1,1,3,1,8,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14696,1,1,3,0,1,3,2,De gas instantáneo de paso,Nuevo,Cada año,
14701,1,1,3,0,2,3,1,De gas instantáneo de paso,Usado,Cada 6 meses,
14706,1,1,1,1,1,23,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14708,1,1,1,9,1,30,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
14709,1,1,1,3,1,10,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
14710,1,1,1,3,1,20,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
14711,1,1,1,4,1,15,4,De gas con deposito,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
14724,1,1,2,0,2,1,4,De gas de rápida recuperación,Usado,No le da mantenimiento,
14726,1,1,7,4,1,1,2,Solar,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
14727,1,1,1,9,2,20,3,De gas con deposito,Usado,Cada 2 años,No sabe
14728,1,1,2,0,2,4,2,De gas de rápida recuperación,Usado,Cada año,
14734,1,1,2,0,1,6,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14736,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14737,1,1,4,0,1,2,1,Eléctrico instantáneo de paso,Nuevo,Cada 6 meses,
14742,1,1,1,3,1,5,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
14743,1,1,7,3,1,2,2,Solar,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
14752,1,1,1,3,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
14754,1,1,3,0,1,4,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
14755,1,1,3,0,1,5,2,De gas instantáneo de paso,Nuevo,Cada año,
14756,1,1,1,1,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14773,1,1,1,1,1,7,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14774,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14779,1,1,1,9,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
14787,1,1,1,2,1,6,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
14793,1,1,1,1,1,16,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14794,1,1,1,4,2,4,4,De gas con deposito,Usado,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
14803,1,1,2,0,1,27,2,De gas de rápida recuperación,Nuevo,Cada año,
14804,1,1,5,4,1,3,1,Eléctrico con depósito,Nuevo,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
14805,1,1,2,0,1,15,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
14807,1,1,7,3,1,5,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14809,1,1,2,0,1,5,2,De gas de rápida recuperación,Nuevo,Cada año,
14815,1,1,1,4,1,6,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
14816,1,1,1,4,1,25,4,De gas con deposito,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
14818,1,1,7,6,1,15,4,Solar,Nuevo,No le da mantenimiento,Más de 140 litros (más de 7 personas)
14820,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
14822,1,1,3,0,1,5,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
14832,1,1,1,1,1,6,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
14834,1,1,4,0,1,10,2,Eléctrico instantáneo de paso,Nuevo,Cada año,
14837,1,1,1,2,1,6,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
14838,1,1,1,3,1,99,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14839,1,2,7,3,1,5,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14839,1,1,1,4,1,5,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
14841,1,1,2,0,1,3,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14842,1,1,3,0,1,4,2,De gas instantáneo de paso,Nuevo,Cada año,
14843,1,1,1,4,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
14845,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14846,1,1,1,3,1,20,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
14849,1,1,1,1,2,10,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14851,1,1,2,0,1,2,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14853,1,1,4,0,1,2,4,Eléctrico instantáneo de paso,Nuevo,No le da mantenimiento,
14855,1,1,3,0,1,1,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
14856,1,1,7,6,1,2,2,Solar,Nuevo,Cada año,Más de 140 litros (más de 7 personas)
14858,1,1,1,1,1,7,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
14865,1,1,7,3,1,3,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14877,1,1,1,4,1,10,1,De gas con deposito,Nuevo,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
14886,1,1,1,2,1,6,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
14897,1,1,1,4,1,18,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
14898,1,1,1,3,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
14900,1,2,6,1,1,3,4,De leña,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
14900,1,1,1,3,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14905,1,2,6,4,1,30,2,De leña,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
14905,1,1,3,0,1,3,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
14907,1,1,7,4,1,1,1,Solar,Nuevo,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
14908,1,1,7,3,1,2,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14909,1,1,7,3,1,3,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14910,1,1,2,0,1,10,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14914,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14916,1,1,1,4,1,15,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
14917,1,1,1,4,1,4,3,De gas con deposito,Nuevo,Cada 2 años,De 90 a 110 litros (hasta 6 personas)
14923,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14930,1,1,2,0,1,10,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14931,1,1,7,4,1,1,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
14932,1,1,2,0,1,7,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
14933,1,1,1,3,1,20,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14934,1,1,2,0,1,3,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14935,1,1,1,4,1,7,1,De gas con deposito,Nuevo,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
14936,1,1,3,0,1,2,2,De gas instantáneo de paso,Nuevo,Cada año,
14937,1,1,2,0,1,13,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14938,1,1,1,3,1,8,3,De gas con deposito,Nuevo,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
14939,1,1,1,3,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
14940,1,1,1,2,1,20,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
14941,1,1,1,1,1,15,3,De gas con deposito,Nuevo,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
14942,1,1,2,0,1,3,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
14943,1,1,2,0,1,15,2,De gas de rápida recuperación,Nuevo,Cada año,
14944,1,2,2,0,1,1,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
14944,1,1,1,2,2,16,1,De gas con deposito,Usado,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
14946,1,1,5,2,1,1,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
14947,1,1,1,2,1,1,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
14948,1,1,3,0,1,15,2,De gas instantáneo de paso,Nuevo,Cada año,
14949,1,2,7,4,1,1,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
14949,1,1,7,3,1,2,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14950,1,1,1,4,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
14955,1,1,1,3,1,4,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
14956,1,1,2,0,1,7,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
14959,1,1,1,3,1,20,3,De gas con deposito,Nuevo,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
14960,1,1,1,3,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
14963,1,1,1,9,1,27,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
14975,1,1,1,1,1,9,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
14978,1,1,7,4,1,3,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
14989,1,1,7,4,1,1,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
14992,1,1,2,0,1,8,2,De gas de rápida recuperación,Nuevo,Cada año,
15014,1,1,3,0,1,15,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
15019,1,1,2,0,1,1,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
15023,1,1,1,1,1,12,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
15026,1,1,5,4,1,10,2,Eléctrico con depósito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
15027,1,1,2,0,1,6,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
15035,1,1,2,0,1,10,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
15044,1,1,7,3,1,1,2,Solar,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
15045,1,1,1,3,1,10,3,De gas con deposito,Nuevo,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
15057,1,1,2,0,1,8,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
15063,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
15065,1,1,7,4,1,1,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
15066,1,1,2,0,1,6,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
15071,1,1,7,9,1,3,4,Solar,Nuevo,No le da mantenimiento,No sabe
15075,1,1,7,2,1,1,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
15077,1,1,2,0,1,5,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
15087,1,1,1,1,1,20,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
15088,1,1,2,0,1,4,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
15094,1,1,1,1,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
15099,1,1,1,3,1,18,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
15100,1,1,1,1,2,15,1,De gas con deposito,Usado,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
15107,1,1,4,0,1,1,1,Eléctrico instantáneo de paso,Nuevo,Cada 6 meses,
15137,1,1,1,9,1,15,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
15149,1,1,1,4,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
15152,1,1,3,0,1,1,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
15156,1,1,2,0,1,8,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
15162,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
15164,1,1,6,1,2,1,4,De leña,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
15165,1,1,3,0,1,10,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
15173,1,1,1,2,1,15,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
15176,1,1,1,1,1,50,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
15181,1,1,7,3,1,8,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
15182,1,1,1,1,1,12,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
15184,1,1,2,0,1,99,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
15185,1,1,1,1,1,6,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
15187,1,1,1,1,1,5,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
15188,1,1,1,1,1,10,3,De gas con deposito,Nuevo,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
15190,1,1,1,2,1,8,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
15191,1,1,1,9,1,20,3,De gas con deposito,Nuevo,Cada 2 años,No sabe
15192,1,1,7,3,1,1,1,Solar,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
15193,1,1,1,9,1,15,2,De gas con deposito,Nuevo,Cada año,No sabe
15195,1,1,2,0,1,3,2,De gas de rápida recuperación,Nuevo,Cada año,
15199,1,1,1,9,1,25,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
15201,1,1,7,1,1,1,4,Solar,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
15207,1,1,1,1,1,1,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
