folio,foliohog,id_calefac,calef_tipo,calef_otro,calef_dia,calef_hor,calef_min,calef_adqu,calef_anio
8766,1,1,3, ,2,02,00,2,04
8766,1,2,3, ,2,02,00,2,04
8776,1,1,1, ,3,04,00,2,01
8776,1,2,2, ,7,05,00,1,01
8781,1,1,2, ,33,02,00,1,01
8804,1,1,1, ,15,05,00,2,02
8826,1,2,3, ,60,02,00,1,01
8826,1,1,3, ,60,02,00,1,01
8829,1,1,2, ,30,02,00,1,04
8839,1,1,2, ,120,02,00,1,04
8858,1,1,1, ,30,08,00,1,03
9026,1,1,2, ,60,02,00,1,01
9050,1,1,1, ,200,00,20,1,05
9165,1,1,1, ,16,02,00,1,03
9172,1,1,1, ,20,04,00,1,02
9181,1,1,1, ,90,01,00,1,01
9212,1,1,3, ,15,03,00,1,03
9217,1,1,2, ,90,01,00,1,02
9239,1,1,2, ,45,03,00,1,01
9249,1,1,4, ,90,03,00,1,03
9440,1,1,1, ,30,03,00,2,05
9448,1,1,2, ,10,04,00,1,01
9451,1,1,2, ,30,03,00,1,15
9463,1,1,1, ,60,00,30,1,01
9484,1,1,2, ,30,01,00,1,07
9596,1,1,2, ,30,12,00,1,01
9658,1,1,2, ,60,04,00,1,01
9727,1,1,1, ,20,08,00,1,01
9793,1,1,9, ,30,01,30,1,05
10158,1,1,2, ,15,01,00,1,05
10700,1,1,1, ,30,01,00,1,01
10705,1,1,2, ,16,03,00,1,15
10709,1,1,3, ,30,00,20,1,05
10736,1,1,5,ES  TIPO PEDESTAL PEQUEÑO COMO VENTILADOR,40,02,00,1,05
10743,1,1,1, ,1,00,30,1,05
10761,1,1,4, ,4,00,30,1,01
10824,1,1,1, ,30,03,00,2,04
10883,1,1,2, ,60,02,00,1,01
10895,1,1,2, ,7,00,30,1,10
10904,1,1,2, ,30,00,20,1,02
10927,1,1,3, ,30,02,00,1,01
10948,1,1,1, ,30,00,40,1,01
10988,1,1,1, ,40,06,00,2,01
11178,1,1,3, ,999,01,30,1,02
11223,1,1,1, ,4,00,45,1,01
11230,1,1,2, ,60,04,00,2,03
11241,1,1,2, ,25,02,00,1,02
11536,1,1,2, ,15,03,00,1,01
11545,1,1,3, ,3,03,00,1,10
11567,1,1,2, ,30,12,00,1,01
11599,1,1,3, ,70,02,00,1,03
11837,1,1,2, ,30,08,00,1,01
11845,1,1,2, ,999,99,99,1,06
11941,1,1,2, ,60,01,00,2,99
12031,1,1,9, ,3,02,00,1,03
12038,1,1,2, ,20,05,00,1,01
12038,1,2,2, ,20,05,00,1,01
12186,1,1,2, ,30,01,00,1,04
12518,1,1,2, ,6,01,00,1,01
12661,1,1,2, ,30,02,00,1,05
12760,1,1,4, ,90,12,00,1,01
12760,1,2,4, ,90,12,00,1,01
12897,1,1,3, ,30,00,10,1,04
12924,1,1,1, ,30,03,00,1,01
12943,1,1,1, ,30,06,00,1,06
12994,1,1,2, ,30,02,00,1,04
13075,1,1,2, ,60,04,00,1,01
13120,1,2,1, ,30,03,00,1,10
13120,1,1,1, ,30,02,00,1,10
13165,1,1,1, ,90,06,00,1,02
13179,1,1,1, ,80,02,00,1,10
13180,1,1,2, ,90,02,00,1,05
13243,1,1,2, ,20,02,00,1,01
13364,1,1,2, ,15,03,00,1,04
13384,1,1,2, ,60,03,00,2,06
13430,1,3,3, ,45,03,00,1,03
13430,1,2,3, ,45,03,00,1,03
13430,1,1,3, ,45,03,00,1,03
13552,1,1,5,UN APARATO MUY MODRNO,3,08,00,1,08
13587,1,1,1, ,20,03,00,1,05
13617,1,1,1, ,30,00,30,1,15
13707,1,1,2, ,20,00,20,1,02
13734,1,1,1, ,60,04,00,1,02
13821,1,1,4, ,20,02,00,1,10
14086,1,1,2, ,104,01,00,1,01
14102,1,1,3, ,7,08,00,1,08
14177,1,1,2, ,5,00,30,2,02
14227,1,1,2, ,15,03,00,1,03
14508,1,1,2, ,15,04,00,1,08
14577,1,1,1, ,3,01,00,1,06
15223,1,1,2, ,30,10,00,1,02
15241,1,1,2, ,60,00,20,1,03
15307,1,1,2, ,36,04,00,2,02
15380,1,1,3, ,30,01,30,1,03
15414,1,1,2, ,60,00,30,2,01
15532,1,1,2, ,60,03,00,1,02
15956,1,1,5,ES TIPO VENTILADOR,15,03,00,1,01
16021,1,1,2, ,1,04,00,2,03
16091,1,1,5,MINISPLIT,10,04,00,1,01
16093,1,1,5,MINISPLIT INVERTER,10,05,00,1,02
16096,1,1,5,MINISPLIT,90,01,00,1,01
16101,1,1,2, ,20,04,00,1,01
16102,1,1,3, ,20,01,00,2,01
16106,1,1,5,MINISPLIT,10,06,00,1,06
16110,1,2,5,MINISPLIT INVERTER,5,04,00,1,08
16110,1,1,2, ,5,02,00,1,02
16113,1,1,5,MINISPLIT,5,02,00,1,03
16114,1,1,3, ,30,04,00,1,03
16116,1,1,2, ,4,01,00,1,01
16117,1,1,4, ,10,02,00,1,01
16118,1,1,1, ,15,08,00,1,03
16119,1,1,1, ,5,10,00,1,06
16123,1,1,4, ,30,03,00,1,05
16127,1,1,2, ,60,09,00,1,02
16134,1,1,2, ,20,02,00,1,05
16144,1,1,4, ,14,03,00,1,01
16146,1,1,4, ,30,06,00,1,02
16147,1,1,2, ,60,05,00,1,01
16148,1,1,5,MINISPLIT INVERTER,30,06,00,2,02
16153,1,1,5,MINISPLIT,15,03,00,1,02
16154,1,1,1, ,15,03,00,1,02
16157,1,1,3, ,3,02,00,2,03
16159,1,1,2, ,10,05,00,1,02
16163,1,1,4, ,30,06,00,1,03
16164,1,1,4, ,40,05,00,1,06
16164,1,2,4, ,40,03,00,1,05
16165,1,1,5,MINISPLIT ENCENDIDO/APAGADO,90,08,00,2,07
16166,1,1,4, ,60,04,00,1,10
16170,1,1,5,MINISPLIT DE ENCENDIDO Y APAGADO,90,08,00,1,04
16170,1,2,5,MINISPLIT DE ENCENDIDO Y APAGADO,90,08,00,1,04
16171,1,2,5,MINISPLIT,90,12,00,1,10
16171,1,1,5,MINISPLIT,90,12,00,1,05
16172,1,5,4, ,90,06,00,1,03
16172,1,3,5,MINISPLIT,90,06,00,1,07
16172,1,2,5,MINISPLIT,90,06,00,1,07
16172,1,1,5,MINISPLIT,60,06,00,1,07
16172,1,4,4, ,90,03,00,1,05
16174,1,1,4, ,3,10,00,1,08
16176,1,1,4, ,21,02,00,1,01
16178,1,1,5,MINI SPLIT INVERTER,5,04,00,2,01
16179,1,1,5,DE VENTANA,15,04,00,1,08
16179,1,2,5,MINISPILT DE ENCENDIDO Y APAGADO,30,07,00,1,08
16182,1,1,4, ,30,04,00,1,02
16183,1,1,3, ,20,05,00,1,02
16188,1,1,5,MINISPLIT ENCENDIDO APAGADO,90,03,00,1,03
16189,1,1,2, ,15,00,30,1,02
16194,1,1,2, ,40,04,00,1,01
16194,1,2,2, ,40,03,00,1,01
16203,1,1,2, ,40,17,00,2,08
16209,1,1,5,MINISPLIT DE ENCENDIDO Y APAGADO,5,03,00,1,01
16219,1,1,4, ,10,06,00,1,06
16222,1,1,2, ,10,04,00,1,03
16226,1,1,1, ,90,01,00,1,03
16227,1,1,4, ,10,02,00,1,09
16228,1,1,2, ,5,01,00,2,03
16229,1,1,1, ,90,02,00,1,05
16231,1,1,5,MINISPLI,10,02,00,1,02
16232,1,1,3, ,10,03,00,1,01
16233,1,1,5,MINISPLIT,3,02,00,1,10
16235,1,1,4, ,30,04,00,1,04
16253,1,1,5,MINISPLIT ENCENDIDO APAGADO,30,04,00,1,07
16253,1,2,5,MINISPLIT ENCENDIDO APAGADO,30,02,00,1,07
16254,1,2,5,MINISPLIT DE ENCENDIDO Y APAGADO,60,02,00,1,07
16254,1,1,4, ,30,04,00,1,20
16257,1,1,5,CENTRAL,90,12,00,2,10
16259,1,1,5,MINISPLIT INVERTER,90,04,00,1,03
16259,1,2,5,MINISPLIT INVERTER,90,07,00,1,03
16260,1,1,5,CALENTADOR DE GAS DE PIEDRAS REFRACTARIAS,30,04,00,1,15
16261,1,1,5,MINISPLIT DE ENCENDIDO Y APAGADO,90,08,00,1,05
16262,1,3,5,MINISPLIT ENCENDIDO APAGADO,5,05,00,1,01
16262,1,2,4, ,60,05,00,1,11
16262,1,1,5,MINISPLIT ENCENDIDO Y APAGADO,5,05,00,1,02
16267,1,3,5,MINISPLIT ENCENDIDO APAGADO,12,03,00,1,06
16267,1,2,5,MINISPLIT ENCENDIDO APAGADO,45,03,00,1,06
16267,1,1,5,MINISPLIT ENCENDIDO APAGADO,45,03,00,1,10
16277,1,1,1, ,60,01,00,2,03
16280,1,1,3, ,60,01,00,1,02
16286,1,1,2, ,10,04,00,2,02
16302,1,1,5,MINISPLIT ENCENDIDO Y APAGADO,7,06,00,1,01
16305,1,2,5,MINISPLIT INVERTER,90,09,00,1,01
16305,1,1,5,MINISPLIT ENCENDIDO APAGADO,90,08,00,1,04
16306,1,1,5,MINISPLIT INVERTER,90,02,00,1,04
16307,1,1,5,MINISPLIT INVERTER,90,03,00,1,01
16307,1,2,5,MINISPLIT INVERTER,90,03,00,1,01
16308,1,1,2, ,90,02,00,1,34
16312,1,1,3, ,32,00,20,1,01
16316,1,1,4, ,30,08,00,1,07
16321,1,1,5,MINISPLIT ENCENDIDO APAGADO,90,06,00,1,01
16328,1,1,5,MINISPLIT DE ENCENDIDO APAGADO,30,02,00,1,01
16328,1,2,2, ,30,02,00,1,01
16336,1,1,3, ,20,04,00,1,04
16336,1,2,5,CLIMA DE VENTANA,10,01,00,1,20
16338,1,1,5,MINISPLIT ENCENDIDO/APAGADO,30,03,00,1,03
16339,1,1,2, ,15,04,00,1,01
16344,1,1,2, ,7,03,00,2,01
16348,1,1,4, ,35,08,00,2,06
16351,1,1,5,MINISPLIT ENCENDIDO APAGADO,40,05,00,1,02
16351,1,2,5,MINISPLIT ENCENDIDO APAGADO,120,05,00,1,04
16351,1,3,5,MINISPLIT INVERTER,120,05,00,1,01
16365,1,1,2, ,30,00,30,1,02
16367,1,2,2, ,6,01,00,1,01
16367,1,1,2, ,21,02,00,1,01
16368,1,1,5,MINISPLIT ENCENDIDO Y APAGADO,18,07,00,1,03
16369,1,1,5,MINISPLIT ENCENDIDO APAGADO,90,05,00,1,05
16369,1,2,5,MINISPLIT INVERTER,90,05,00,1,01
16370,1,1,5,MINISPLIT INVERTE,15,05,00,1,02
16371,1,1,3, ,9,03,00,2,01
16376,1,1,5,MINISPLIT DE ENCENDIDO Y APAGADO,30,06,30,1,03
16383,1,1,5,NMINISPLIT DE ENCENDIDO APAGADO,90,03,00,1,06
16388,1,1,2, ,13,03,00,1,01
16396,1,1,2, ,6,04,00,1,03
16398,1,2,5,MINISPLIT DE ENCENDIDO Y APAGADO,40,06,00,1,02
16398,1,1,5,SON MINISPLIT DE ENCENDIDO Y APAGADO,40,06,00,1,04
16400,1,1,5,INVERTER,30,08,00,1,01
16401,1,1,4, ,25,05,00,2,03
16405,1,1,2, ,45,03,00,1,02
16415,1,1,5,MINISPLIT,1,08,00,1,06
16421,1,2,2, ,30,02,00,1,01
16421,1,1,3, ,30,02,00,1,03
16426,1,2,5,MINISPLIT DE ENCENDIDO APAGADO,90,06,00,1,02
16426,1,1,5,MINISPLIT DE ENCENDIDO APADADO,90,08,00,1,02
16432,1,1,5,MINISPLIT INVERTER,90,03,00,1,01
16433,1,1,5,MINISPLIT INVERTER,30,06,00,1,08
16439,1,1,3, ,60,05,00,1,08
16440,1,1,2, ,60,04,00,1,02
16440,1,2,2, ,60,04,00,1,02
16441,1,1,5,MINSPLIT ENCENDIDO APAGADO,150,02,00,1,03
16450,1,1,2, ,4,02,00,2,02
16454,1,1,4, ,30,06,00,2,06
16455,1,2,2, ,60,02,00,1,06
16455,1,1,2, ,60,08,00,1,01
16456,1,1,2, ,30,04,00,1,01
16457,1,1,2, ,30,03,00,1,99
16458,1,1,1, ,30,04,00,1,04
16459,1,1,2, ,7,06,00,1,02
16460,1,1,4, ,90,12,00,1,08
16463,1,1,2, ,60,08,00,2,01
16463,1,2,3, ,45,02,00,1,05
16465,1,1,2, ,15,04,00,1,04
16470,1,1,4, ,90,03,00,2,20
16472,1,1,2, ,7,03,00,1,17
16476,1,1,1, ,120,10,00,1,08
16477,1,1,4, ,30,00,30,1,10
16477,1,2,5,MINISPLIT DE ENCENDIDO Y APAGADO,12,00,30,1,06
16479,1,1,5,MINISPLIT DE ENCENDIDO Y APAGADO,90,08,00,2,04
16487,1,1,4, ,6,04,00,1,06
16490,1,2,5,MINISPLIT ENCENDIDO APAGADO,60,02,00,1,06
16490,1,1,5,MINISPLIT ENCENDIDO APAGADO,60,02,00,1,03
16491,1,1,1, ,30,08,00,1,01
16491,1,2,4, ,30,03,00,1,04
16492,1,1,5,MINISPLIT INVERTER,60,08,00,1,03
16492,1,2,5,MINISPLIT INVERTER,60,08,00,1,02
16493,1,1,5,MINISPLIT  INVERTER,60,24,00,1,02
16493,1,2,5,MINISPLIT ENCENDIDO APAGADO,60,08,00,1,14
16515,1,1,5,MINISPLIT,5,08,00,1,03
16516,1,1,3, ,90,06,00,1,06
16518,1,1,2, ,120,05,00,2,10
16520,1,1,5,MINISPLIT INVERTER,60,02,00,1,02
16520,1,2,5,MINISPLIT INVERTER,60,02,00,1,02
16521,1,2,5,MINISPLIT INVERTER,90,03,00,1,02
16521,1,1,5,MINISPLIT INVERTER,90,03,00,1,02
16522,1,1,5,MINISPLIT INVERTE,90,12,00,1,02
16522,1,2,5,MINISPLIT INVERTER,90,12,00,1,02
16522,1,5,2, ,30,02,00,1,01
16522,1,4,4, ,120,06,00,1,03
16522,1,3,5,MINISPLIT INVERTER,90,12,00,1,02
16524,1,1,5,MINISPLIT ENCENDIDO APAGADO,30,04,00,1,04
16524,1,2,5,MINISPLIT ENCENDIDO APAGADO,30,04,00,1,04
16524,1,3,1, ,120,08,00,1,20
16533,1,1,2, ,120,03,00,1,01
16534,1,1,4, ,10,08,00,1,05
16540,1,2,2, ,15,03,00,1,02
16540,1,1,2, ,15,02,00,1,05
16557,1,1,5,MINISPLIT DE ENCENDIDO/APAGADO,45,08,00,1,01
16559,1,1,5,MINISPLIT DE ENCENDIDO/APAGADO,10,03,00,1,02
16561,1,1,2, ,15,04,00,2,03
16562,1,2,5,MINISPLIT DE ENCENDIDO Y APAGADO,40,03,00,1,02
16562,1,1,5,MINISPLIT DE ENCENDIDO Y APAGADO,40,03,00,1,02
16563,1,2,5,MINISPLIT DE ENCENDIDO Y APAGADO,60,02,00,1,06
16563,1,1,5,MINISPLIT DE ENCENDIDO APAGADO,100,04,00,1,05
16564,1,2,5,MINISPLIT INVERTER,30,02,00,1,02
16564,1,1,5,MINISPLIT DE ENCENDIDO APAGADO,30,02,00,1,05
16570,1,1,2, ,60,05,00,1,04
16572,1,1,2, ,60,03,00,2,06
16580,1,1,2, ,30,10,00,2,01
16583,1,1,1, ,30,00,30,1,08
16583,1,3,3, ,30,01,00,1,03
16583,1,2,2, ,30,01,00,1,03
16584,1,2,2, ,180,06,00,1,01
16584,1,1,2, ,180,06,00,1,01
16584,1,3,4, ,180,06,00,1,01
16585,1,2,4, ,60,12,00,1,05
16585,1,1,4, ,60,12,00,1,08
16586,1,1,4, ,60,24,00,1,10
16586,1,2,4, ,20,04,00,1,04
16586,1,3,4, ,20,04,00,1,04
16589,1,4,4, ,60,01,00,1,02
16589,1,1,5,MINISPLIT INVERTER,120,06,00,1,01
16589,1,2,4, ,120,01,00,1,02
16589,1,5,4, ,60,01,00,1,02
16589,1,3,4, ,120,01,00,1,02
16591,1,2,4, ,15,02,00,1,10
16591,1,1,4, ,25,02,00,1,10
16593,1,1,5,MINISPLIT ENCENDIDO APAGADO,60,03,00,1,05
16593,1,2,5,MINISPLIT ENCENDIDO APAGADO,90,06,00,1,05
16594,1,1,4, ,90,02,00,1,01
16595,1,1,2, ,30,02,00,1,10
16596,1,2,5,MINISPLIT INVERTER,30,03,00,1,04
16596,1,3,5,MINISPLIT INVERTER,30,03,00,1,04
16596,1,1,5,MINSPLIT INVERTER,30,03,00,1,04
16597,1,2,1, ,180,09,00,1,99
16597,1,1,1, ,180,09,00,1,99
16600,1,1,3, ,90,01,00,1,02
16601,1,2,4, ,30,06,00,1,05
16601,1,1,4, ,30,06,00,1,01
16607,1,1,5,MINISPLIT ENCENDIDO APAGADO,1,03,00,1,01
16610,1,1,5,MINISPLIT ENCENDIDO APAGADO,90,06,00,1,03
16614,1,1,5,MINI SPLIT ENCENDIDO APAGADO,30,02,00,1,04
16614,1,2,5,MINISPLIT ENCENDIDO APAGADO,30,04,00,1,04
16616,1,1,5,MINISPLIT INVERTER,20,03,00,1,02
16618,1,2,5,MINISPLIT ENCENDIDO APAGADO,90,08,00,1,03
16618,1,1,5,MINISPLIT ENCENDIDO APAGADO,90,10,00,1,08
16619,1,1,4, ,60,12,00,1,30
16621,1,1,5,MINISPLIT DE ENCENDIDO APAGADO,30,08,00,1,09
16621,1,2,5,MINISPLIT DE ENCENDIDO APAGADO,30,01,00,1,09
16622,1,1,5,MINISPLIT,60,03,00,1,01
16623,1,1,2, ,30,02,00,1,01
16623,1,3,2, ,30,02,00,1,01
16623,1,2,2, ,30,02,00,1,01
16628,1,1,4, ,6,06,00,1,10
16630,1,1,4, ,60,03,00,1,02
16631,1,1,5,MINISPILT,20,05,00,1,05
16632,1,1,5,MINISPLIT DE ENCENDIDO APAGADO,4,06,00,1,05
16636,1,1,3, ,20,02,00,1,03
16640,1,1,5,MINISPLIT INVERTER,20,02,00,1,05
16641,1,1,4, ,30,01,00,2,20
16647,1,1,2, ,15,08,00,1,01
16648,1,2,2, ,60,02,00,1,05
16648,1,1,5,MINISPLIT INVERTER,120,04,00,1,01
16659,1,1,4, ,310,12,00,1,10
16659,1,2,4, ,3,12,00,1,10
16662,1,1,2, ,60,02,00,2,06
16663,1,1,5,MINIPLIT,90,12,00,2,03
16663,1,2,3, ,90,06,00,1,01
16678,1,2,2, ,30,03,00,2,15
16678,1,1,2, ,30,03,00,2,15
16684,1,1,4, ,90,14,00,2,09
16685,1,2,5,MINISPLIT ENCENDIDO APAGADO,10,08,00,2,01
16685,1,1,5,MINISPLIT ENCENDIDO APAGADO,3,05,00,2,01
16686,1,1,5,MINISPLIT ENCENDIDO APAGADO,60,02,00,2,05
16688,1,1,4, ,8,02,00,1,05
16690,1,1,4, ,15,05,00,1,03
16692,1,1,4, ,5,00,30,1,20
16694,1,1,4, ,60,03,00,1,01
16697,1,1,1, ,3,01,00,1,05
16699,1,1,5,MINISPLIT INVERTER,30,05,00,1,02
16706,1,1,4, ,30,03,00,2,12
16710,1,1,4, ,20,01,30,1,03
16722,1,1,5,MINISPLIT ENCENDIDO APAGADO,90,02,00,1,04
16722,1,2,5,MINISPLIT ENCENDIDO APAGADO,90,02,00,1,04
16723,1,1,5,CLIMA DE VENTANA,60,04,00,1,12
16725,1,1,5,MINISPLIT INVERTER,90,02,00,1,01
16732,1,1,5,MINISPLIT ENCENDIDO APAGADO,90,01,00,1,03
16743,1,1,1, ,120,08,00,1,01
16748,1,1,4, ,20,06,00,1,01
16753,1,1,2, ,30,05,00,1,02
16753,1,2,2, ,30,03,00,2,01
16757,1,1,2, ,120,05,00,1,08
16758,1,1,2, ,60,01,30,2,01
16759,1,1,5,MINISPLIT INVERTER,60,01,00,1,01
16767,1,1,5,MINISPLIT ENCENDIDO APAGADO,60,05,00,1,02
16767,1,2,5,MINISPLIT ENCENDIDO APAGADO,60,08,00,2,05
16768,1,1,4, ,90,12,00,1,10
16770,1,3,5,MINISPLIT ENCENDICO APAGADO,90,06,00,1,05
16770,1,2,5,MINISPLIT ENCENDIDO APAGADO,90,06,00,1,05
16770,1,1,5,MINISPLIT ENCENDICO APAGADO,90,06,00,1,05
16777,1,1,2, ,3,05,00,2,01
16780,1,1,5,MINISPLIT,24,01,00,1,05
16780,1,2,3, ,10,08,00,1,01
16781,1,1,1, ,90,10,00,2,01
16781,1,2,1, ,90,10,00,1,01
16795,1,1,2, ,30,01,00,2,05
16802,1,1,4, ,36,02,00,1,04
16818,1,1,1, ,30,24,00,2,01
16819,1,1,2, ,90,08,00,1,01
16823,1,1,2, ,20,16,00,2,01
16834,1,1,2, ,60,00,30,2,03
16841,1,1,5,MINISPLIT,60,24,00,1,03
16842,1,2,2, ,60,06,00,1,08
16842,1,1,4, ,30,01,00,1,15
16843,1,3,5,MINISPLIT,60,08,00,1,03
16843,1,2,5,MISMO EQUIPO DE MINISPLIT,60,08,00,1,03
16843,1,1,5,SON EL MISMO EQUIPO DE MINISPLIT,60,08,00,1,01
16847,1,1,4, ,20,07,00,1,20
16847,1,2,4, ,30,12,00,1,15
16848,1,1,5,MINISPLIT INVERTER,30,04,00,1,04
16849,1,1,5,MINISPLIT DE ENCENDIDO Y APAGADO,30,02,00,1,02
16849,1,3,5,MINISPLIT  DE ENCENDIDO Y APAGADO,30,04,00,1,06
16849,1,2,5,MINISPLIT DE ENCENDIDO Y APAGADO,30,02,00,1,06
16855,1,1,2, ,30,02,00,1,10
16871,1,1,2, ,60,12,00,1,05
16873,1,1,5,MINISPLIT,60,03,00,1,05
16881,1,1,2, ,60,05,00,1,02
16883,1,1,2, ,60,01,00,1,14
16886,1,1,2, ,15,02,00,2,06
16906,1,1,1, ,15,12,00,1,01
16906,1,2,2, ,15,05,00,1,01
16934,1,1,5,MINISPLIT,60,06,00,1,01
16941,1,1,2, ,60,02,00,1,03
16952,1,1,2, ,40,02,00,2,03
16957,1,1,3, ,30,03,00,2,02
16969,1,1,5,MINISPLIT ENCENDIDO APAGADO,60,05,00,1,05
16976,1,1,5,MINISPLIT,30,04,00,1,01
16979,1,1,2, ,15,03,00,1,02
16986,1,1,5,MINISPLIT,30,03,00,1,04
17030,1,1,3, ,20,08,00,1,04
17096,1,1,2, ,156,00,30,1,01
17348,1,1,2, ,60,08,00,1,17
17938,1,1,3, ,30,08,00,1,04
17945,1,1,1, ,8,02,00,1,04
17968,1,1,3, ,90,00,20,1,04
18024,1,1,2, ,60,01,00,1,10
18034,1,1,2, ,10,00,30,2,03
18040,1,1,1, ,30,03,00,1,01
18041,1,2,1, ,20,02,00,2,07
18041,1,1,1, ,20,03,00,1,21
18130,1,1,2, ,30,03,00,1,03
18130,1,2,2, ,30,03,00,1,01
18157,1,1,1, ,60,03,00,1,02
18168,1,1,4, ,30,01,00,1,05
18470,1,1,3, ,20,02,00,1,01
18519,1,1,3, ,30,12,00,1,01
18647,1,1,2, ,3,02,00,1,01
18648,1,1,2, ,15,02,00,1,02
18658,1,1,2, ,90,05,00,1,01
18699,1,1,2, ,20,00,30,1,02
18819,1,1,2, ,28,02,00,2,03
18847,1,1,2, ,3,01,00,1,15
18859,1,1,1, ,20,01,00,2,99
18862,1,1,2, ,15,01,00,1,01
18899,1,1,3, ,35,08,00,1,03
18900,1,1,1, ,20,01,30,1,03
18918,1,1,1, ,40,02,00,1,08
18936,1,1,1, ,8,01,00,1,07
18969,1,1,1, ,30,06,00,1,12
18969,1,2,1, ,30,06,00,1,06
18970,1,1,4, ,30,03,00,1,05
18976,1,1,4, ,12,06,00,1,15
18987,1,2,4, ,30,08,00,1,01
18987,1,1,4, ,30,08,00,1,01
18988,1,1,1, ,15,04,00,1,11
19003,1,1,1, ,30,04,00,1,02
19030,1,1,3, ,24,00,10,2,01
19040,1,1,1, ,30,03,00,1,07
19104,1,1,4, ,30,02,00,1,05
19117,1,1,3, ,120,08,00,1,05
19117,1,2,3, ,120,08,00,1,05
19135,1,1,2, ,50,08,00,1,03
19162,1,1,2, ,7,02,00,1,40
19180,1,1,5,MINISPLIT EN MODO CALEFACCION,10,02,00,1,05
19184,1,1,5,AIRE ACONDICIONADO Y CALEFACCION,20,00,30,1,01
19187,1,1,4, ,5,02,00,1,20
19215,1,1,1, ,60,01,00,1,03
19220,1,1,2, ,5,02,00,1,02
19222,1,1,2, ,60,03,00,1,08
19229,1,1,2, ,20,01,00,1,07
19231,1,1,1, ,60,07,00,1,06
19233,1,2,5,MINISPLIT,30,03,00,1,03
19233,1,1,5,MINISPLIT,30,03,00,1,04
19237,1,1,1, ,60,09,00,1,12
19244,1,1,5,DE CERAMICA,90,12,00,1,07
19246,1,1,2, ,15,05,00,1,01
19258,1,1,2, ,10,02,00,1,02
19263,1,1,1, ,4,02,00,1,10
19271,1,1,3, ,4,00,15,1,01
19272,1,1,1, ,8,03,00,1,25
19272,1,2,1, ,8,03,00,1,25
19280,1,1,4, ,90,02,00,1,01
19286,1,1,2, ,20,02,00,1,25
19341,1,1,1, ,60,02,00,1,07
19367,1,1,2, ,15,01,00,1,10
19368,1,1,2, ,60,05,00,1,08
19401,1,1,2, ,2,00,30,1,01
19427,1,1,2, ,45,01,00,1,01
19441,1,1,1, ,60,06,00,1,03
19483,1,1,3, ,90,02,00,1,08
19549,1,2,2, ,30,03,00,1,02
19549,1,1,2, ,30,03,00,1,02
19588,1,1,1, ,30,08,00,2,05
20687,1,1,2, ,30,08,00,1,06
20713,1,1,4, ,3,00,30,1,05
20735,1,1,4, ,20,02,00,1,02
20770,1,1,2, ,36,00,30,1,01
20783,1,1,1, ,14,07,00,2,99
20796,1,2,4, ,20,03,00,1,02
20796,1,1,3, ,20,03,00,1,01
20797,1,1,2, ,24,02,00,1,01
20797,1,2,2, ,12,01,00,1,01
20804,1,1,4, ,2,03,00,1,05
20806,1,1,1, ,30,02,00,1,10
20807,1,1,3, ,60,00,15,1,04
20807,1,3,4, ,60,01,00,1,02
20807,1,2,4, ,60,01,00,1,03
20809,1,1,4, ,10,02,00,1,05
20818,1,1,2, ,5,99,99,1,01
20842,1,1,1, ,50,24,00,1,15
20843,1,1,3, ,30,00,20,1,15
20862,1,1,2, ,25,03,00,1,08
20867,1,1,1, ,10,05,00,1,15
20868,1,1,1, ,30,06,00,1,03
20870,1,1,2, ,15,02,00,2,01
20902,1,1,3, ,5,08,00,1,04
20904,1,1,3, ,30,02,00,1,01
20920,1,1,2, ,30,00,30,2,99
20926,1,1,2, ,20,08,00,2,05
20932,1,1,2, ,10,01,00,1,10
20935,1,1,1, ,30,07,00,1,05
20941,1,1,2, ,15,06,00,1,01
20942,1,1,2, ,15,01,00,1,01
20960,1,1,2, ,30,01,00,1,02
20963,1,1,2, ,7,01,00,2,02
20977,1,1,2, ,14,07,00,1,01
20981,1,1,1, ,45,02,00,1,01
20981,1,2,3, ,45,02,00,1,03
20984,1,1,1, ,5,04,00,1,02
20988,1,2,2, ,5,02,00,1,10
20988,1,1,2, ,5,02,00,1,08
21018,1,1,2, ,30,06,00,2,15
21029,1,1,4, ,20,02,00,1,02
21059,1,2,2, ,60,06,00,1,01
21059,1,1,2, ,60,06,00,1,01
21087,1,1,2, ,40,06,00,1,04
21128,1,1,3, ,90,02,00,1,03
21143,1,1,2, ,15,01,00,1,01
21143,1,2,2, ,15,01,00,1,01
21157,1,1,2, ,14,08,00,1,01
21189,1,1,5,MINIESPLIT,40,08,00,2,02
21197,1,1,3, ,20,05,00,1,01
21216,1,1,2, ,16,01,00,1,01
21251,1,1,2, ,60,02,00,1,03
21262,1,1,3, ,40,03,00,1,01
21268,1,1,2, ,8,00,30,2,06
21293,1,1,2, ,3,00,03,1,01
21294,1,1,5,CALEFACTOR TIPO VENTILADOR PARECIDO AL DE TORRE,1,01,00,1,01
21299,1,1,2, ,30,08,00,1,01
21339,1,1,2, ,30,02,00,1,04
21349,1,1,4, ,60,01,30,1,01
21384,1,1,3, ,30,03,00,1,05
21386,1,2,2, ,5,02,00,1,03
21386,1,1,3, ,10,01,00,1,06
21429,1,1,2, ,30,12,00,2,01
22386,1,1,2, ,60,03,00,1,08
22637,1,1,3, ,30,01,00,1,01
22638,1,1,1, ,60,10,00,1,03
22648,1,1,2, ,5,00,05,1,01
22685,1,1,2, ,60,01,00,1,01
